26	1	1	2	3	1	999	1	0	10247
26	1	2	2	6	6	999	999	0	2717
26	1	3	2	6	6	999	999	1	1186
26	1	4	2	6	6	999	999	1	690
26	1	5	2	4	4	999	999	1	850
26	1	6	2	1	2	999	999	1	466
26	1	7	2	2	5	999	999	1	344
26	1	8	2	3	1	1	1	1	376
26	1	9	2	3	1	999	1	0	354
26	1	10	2	1	2	999	999	1	482
26	1	11	2	6	6	999	999	1	546
26	1	12	2	3	1	1	1	1	530
26	1	13	2	2	5	999	999	1	370
26	1	14	2	2	5	999	999	1	386
26	1	15	2	3	1	999	1	0	370
26	1	16	2	4	4	999	999	1	754
26	1	17	2	5	3	999999999	999999999	1	541
26	1	18	2	4	4	1	999	0	466
26	1	19	2	1	2	999	999	1	498
26	1	20	2	6	6	999	999	1	642
26	1	21	2	5	3	999999999	999999999	1	658
26	1	22	2	2	5	999	999	1	562
26	1	23	2	4	4	999	999	1	610
26	1	24	2	1	2	999	999	1	514
26	1	25	2	1	2	999	999	1	493
26	1	26	2	5	3	999999999	999999999	1	658
26	1	27	2	3	1	1	1	1	770
26	1	28	2	1	2	999	999	1	478
26	1	29	2	4	4	999	999	1	738
26	1	30	2	1	2	999	999	1	482
26	1	31	2	2	5	999	999	1	429
26	1	32	2	1	2	999	999	1	487
26	1	33	2	1	2	999	999	1	402
26	1	34	2	2	5	999	999	1	466
26	1	35	2	3	1	1	1	1	547
26	1	36	2	3	1	1	1	1	594
26	1	37	2	2	5	999	999	1	514
26	1	38	2	2	5	999	999	1	418
26	1	39	2	6	6	999	999	1	621
26	1	40	2	3	1	1	1	1	850
26	1	41	2	2	5	999	999	1	498
26	1	42	2	1	2	999	999	1	386
26	1	43	2	2	5	999	999	1	530
26	1	44	2	1	2	999	999	1	531
26	1	45	2	3	1	1	1	1	477
26	1	46	2	2	5	999	999	1	434
26	1	47	2	6	6	999	999	1	610
26	1	48	2	6	6	999	999	1	503
26	1	49	2	6	6	999	999	1	498
26	1	50	2	3	1	1	1	1	541
26	2	1	2	6	6	999	999	1	676
26	2	2	2	5	3	999999999	999999999	1	498
26	2	3	2	2	5	999	999	1	530
26	2	4	2	2	5	999	999	1	386
26	2	5	2	3	1	1	1	1	450
26	2	6	2	1	2	999	999	1	418
26	2	7	2	5	3	999999999	999999999	1	498
26	2	8	2	5	3	999999999	999999999	1	466
26	2	9	2	4	4	999	999	1	434
26	2	10	2	3	1	1	1	1	594
26	2	11	2	4	4	999	999	1	514
26	2	12	2	1	2	999	999	1	562
26	2	13	2	5	3	999999999	999999999	1	482
26	2	14	2	6	6	999	999	1	450
26	2	15	2	2	5	999	999	1	514
26	2	16	2	2	5	999	999	1	514
26	2	17	2	6	6	999	999	1	562
26	2	18	2	4	4	1	999	0	620
26	2	19	2	6	6	999	999	1	466
26	2	20	2	3	1	1	1	1	754
26	2	21	2	2	5	999	999	1	578
26	2	22	2	1	2	999	999	1	530
26	2	23	2	2	5	999	999	1	514
26	2	24	2	5	3	999999999	999999999	1	556
26	2	25	2	5	3	999999999	999999999	1	482
26	2	26	2	2	5	999	999	1	562
26	2	27	2	3	1	1	1	1	754
26	2	28	2	5	3	999999999	999999999	1	525
26	2	29	2	3	1	1	1	1	766
26	2	30	2	2	5	999	999	1	642
26	2	31	2	2	5	999	999	1	530
26	2	32	2	2	5	999	999	1	360
26	2	33	2	4	4	999	999	1	754
26	2	34	2	6	6	999	999	1	813
26	2	35	2	3	1	1	1	1	786
26	2	36	2	1	2	999	999	1	466
26	2	37	2	6	6	999	999	1	573
26	2	38	2	5	3	999999999	999999999	1	466
26	2	39	2	3	1	1	1	1	626
26	2	40	2	4	4	999	999	1	610
26	2	41	2	4	4	999	999	1	482
26	2	42	2	3	1	1	1	1	482
26	2	43	2	5	3	999999999	999999999	1	434
26	2	44	2	2	5	999	999	1	674
26	2	45	2	3	1	1	1	1	626
26	2	46	2	2	5	999	999	1	450
26	2	47	2	1	2	999	999	1	418
26	2	48	2	5	3	999999999	999999999	1	770
26	2	49	2	2	5	999	999	1	530
26	2	50	2	6	6	999	999	1	514
26	3	1	2	2	5	999	999	1	570
26	3	2	2	2	5	999	999	1	450
26	3	3	2	4	4	999	999	1	626
26	3	4	2	3	1	1	1	1	514
26	3	5	2	3	1	1	1	1	509
26	3	6	2	3	1	1	1	1	530
26	3	7	2	5	3	999999999	999999999	1	546
26	3	8	2	3	1	1	1	1	706
26	3	9	2	4	4	999	999	1	530
26	3	10	2	6	6	999	999	1	466
26	3	11	2	4	4	1	999	0	450
26	3	12	2	5	3	999999999	999999999	1	418
26	3	13	2	4	4	999	999	1	514
26	3	14	2	4	4	999	999	1	367
26	3	15	2	3	1	1	1	1	546
26	3	16	2	1	2	999	999	1	541
26	3	17	2	6	6	999	999	1	589
26	3	18	2	4	4	999	999	1	610
26	3	19	2	1	2	999	999	1	530
26	3	20	2	1	2	999	999	1	493
26	3	21	2	1	2	999	999	1	386
26	3	22	2	3	1	1	1	1	652
26	3	23	2	4	4	999	999	1	440
26	3	24	2	4	4	999	999	1	434
26	3	25	2	3	1	1	1	1	514
26	3	26	2	3	1	1	1	1	482
26	3	27	2	3	1	1	1	1	514
26	3	28	2	2	5	999	999	1	610
26	3	29	2	2	5	999	999	1	402
26	3	30	2	3	1	1	1	1	498
26	3	31	2	5	3	999999999	999999999	1	642
26	3	32	2	1	2	999	999	1	562
26	3	33	2	4	4	999	999	1	658
26	3	34	2	3	1	1	1	1	594
26	3	35	2	5	3	999999999	999999999	1	605
26	3	36	2	4	4	999	999	1	557
26	3	37	2	4	4	999	999	1	450
26	3	38	2	3	1	1	1	1	834
26	3	39	2	2	5	999	999	1	524
26	3	40	2	1	2	999	999	1	402
26	3	41	2	3	1	1	1	1	594
26	3	42	2	3	1	1	1	1	610
26	3	43	2	2	5	999	999	1	428
26	3	44	2	3	1	1	1	1	818
26	3	45	2	4	4	999	999	1	498
26	3	46	2	4	4	999	999	1	722
26	3	47	2	3	1	1	1	1	674
26	3	48	2	5	3	999999999	999999999	1	519
26	3	49	2	1	2	999	999	1	514
26	3	50	2	3	1	1	1	1	701
26	4	1	2	2	5	999	999	1	548
26	4	2	2	2	5	999	999	1	386
26	4	3	2	6	6	999	999	1	546
26	4	4	2	4	4	1	999	0	450
26	4	5	2	5	3	999999999	999999999	1	674
26	4	6	2	4	4	999	999	1	556
26	4	7	2	6	6	999	999	1	476
26	4	8	2	1	2	999	999	1	498
26	4	9	2	5	3	999999999	999999999	1	706
26	4	10	2	6	6	999	999	1	482
26	4	11	2	5	3	999999999	999999999	1	450
26	4	12	2	2	5	999	999	1	407
26	4	13	2	4	4	999	999	1	498
26	4	14	2	4	4	999	999	1	498
26	4	15	2	1	2	999	999	1	498
26	4	16	2	1	2	999	999	1	402
26	4	17	2	3	1	1	1	1	610
26	4	18	2	4	4	999	999	1	450
26	4	19	2	4	4	999	999	1	466
26	4	20	2	5	3	999999999	999999999	1	370
26	4	21	2	4	4	999	999	1	562
26	4	22	2	6	6	999	999	1	482
26	4	23	2	3	1	1	1	1	610
26	4	24	2	6	6	999	999	1	498
26	4	25	2	6	6	999	999	1	386
26	4	26	2	1	2	999	999	1	418
26	4	27	2	3	1	1	1	1	546
26	4	28	2	4	4	999	999	1	482
26	4	29	2	6	6	999	999	1	514
26	4	30	2	4	4	999	999	1	498
26	4	31	2	2	5	999	999	1	562
26	4	32	2	3	1	1	1	1	460
26	4	33	2	3	1	1	1	1	514
26	4	34	2	2	5	999	999	1	386
26	4	35	2	3	1	1	1	1	466
26	4	36	2	4	4	999	999	1	514
