#TrainType3  -  Started: 5/25/2007 3:03:34 PM									
#SubID	Block	Trial	Condition	Digit	Picture	Response	Correct_Response	Accuracy	RT
26	14	20	2	4	2	M	M	C	545
26	14	21	2	3	5	C	C	C	417
26	14	22	2	3	5	C	C	C	327
26	14	23	2	5	4	","	","	C	481
26	14	24	2	3	5	C	C	C	577
26	14	25	2	2	3	X	X	C	476
26	14	26	2	4	2	M	M	C	594
26	14	27	2	1	1	Z	Z	C	498
26	14	28	2	5	4	","	","	C	593
26	14	29	2	1	1	Z	Z	C	481
26	14	30	2	5	4	","	","	C	497
26	14	31	2	4	2	M	M	C	578
26	14	32	2	5	4	","	","	C	529
26	14	33	2	3	5	C	C	C	674
26	14	34	2	1	1	Z	Z	C	482
26	14	35	2	2	3	X	X	C	530
26	14	36	2	2	3	X	X	C	482
26	14	37	2	4	2	M	M	C	546
26	14	38	2	2	3	X	X	C	545
26	14	39	2	4	2	M	M	C	657
26	14	40	2	2	3	M	X	I	529
26	14	41	2	1	1	Z	Z	C	523
26	14	42	2	3	5	C	C	C	658
26	14	43	2	3	5	C	C	C	466
26	14	44	2	3	5	C	C	C	402
26	14	45	2	5	4	","	","	C	578
26	14	46	2	5	4	","	","	C	434
26	14	47	2	1	1	Z	Z	C	577
26	14	48	2	6	6	Z	.	I	369
26	14	49	2	3	5	C	C	C	666
26	14	50	2	5	4	","	","	C	482
26	15	1	2	2	3	X	X	C	611
26	15	2	2	4	2	M	M	C	603
26	15	3	2	1	1	Z	Z	C	491
26	15	4	2	4	2	M	M	C	491
26	15	5	2	6	6	.	.	C	482
26	15	6	2	5	4	","	","	C	482
26	15	7	2	5	4	","	","	C	492
26	15	8	2	6	6	.	.	C	498
26	15	9	2	5	4	","	","	C	545
26	15	10	2	6	6	.	.	C	497
26	15	11	2	1	1	Z	Z	C	513
26	15	12	2	1	1	Z	Z	C	737
26	15	13	2	4	2	M	M	C	578
26	15	14	2	4	2	M	M	C	450
26	15	15	2	5	4	","	","	C	476
26	15	16	2	2	3	X	X	C	540
26	15	17	2	2	3	X	X	C	402
26	15	18	2	1	1	Z	Z	C	523
26	15	19	2	1	1	Z	Z	C	369
26	15	20	2	4	2	Z	M	I	427
26	15	21	2	6	6	.	.	C	705
26	15	22	2	6	6	.	.	C	409
26	15	23	2	2	3	X	X	C	642
26	15	24	2	1	1	Z	Z	C	498
26	15	25	2	3	5	C	C	C	610
26	15	26	2	1	1	Z	Z	C	658
26	15	27	2	1	1	Z	Z	C	578
26	15	28	2	4	2	M	M	C	737
26	15	29	2	2	3	X	X	C	577
26	15	30	2	4	2	M	M	C	657
26	15	31	2	2	3	X	X	C	609
26	15	32	2	1	1	Z	Z	C	594
26	15	33	2	5	4	","	","	C	546
26	15	34	2	2	3	X	X	C	546
26	15	35	2	2	3	X	X	C	514
26	15	36	2	2	3	X	X	C	418
26	15	37	2	2	3	X	X	C	513
26	15	38	2	1	1	Z	Z	C	449
26	15	39	2	2	3	X	X	C	497
26	15	40	2	6	6	.	.	C	465
26	15	41	2	3	5	C	C	C	555
26	15	42	2	1	1	Z	Z	C	642
26	15	43	2	2	3	X	X	C	466
26	15	44	2	6	6	.	.	C	498
26	15	45	2	5	4	","	","	C	514
26	15	46	2	5	4	","	","	C	418
26	15	47	2	6	6	.	.	C	785
26	15	48	2	6	6	.	.	C	375
26	15	49	2	3	5	X	C	I	545
26	15	50	2	5	4	","	","	C	523
