#TrainType3  -  Started: 5/14/2007 11:15:43 PM	
#SubID	Block	Trial	Condition	Digit	Picture	Response	Correct_Response	Accuracy	RT	
999	1	1	1	2	6	X	X	C	1963	
999	1	2	1	3	5	C	C	C	1186	
999	1	3	1	6	1	.	.	C	3889	
999	1	4	1	2	6	X	X	C	687	
999	1	5	1	6	1	.	.	C	604	
999	1	6	1	4	3	M	M	C	1521	
999	1	7	1	4	3	M	M	C	649	
999	1	8	1	2	6	X	X	C	575	
999	1	9	1	4	3	M	M	C	524	
999	1	10	1	6	1	,	.	I	386	
#TrainType3  -  Started: 5/15/2007 8:26:07 AM	
#SubID	Block	Trial	Condition	Digit	Picture	Response	Correct_Response	Accuracy	RT	
999	1	1	2	6	3	.	.	C	993	
999	1	2	2	1	6	Z	Z	C	667	
999	1	3	2	2	2	X	X	C	620	
999	1	4	2	6	3	.	.	C	525	
999	1	5	2	4	1	,	M	I	729	
999	1	6	2	5	4	,	,	C	764	
999	1	7	2	6	3	.	.	C	499	
999	1	8	2	2	2	X	X	C	576	
999	1	9	2	3	5	C	C	C	772	
999	1	10	2	6	3	.	.	C	580	
999	1	11	2	5	4	M	,	I	673	
999	1	12	2	4	1	M	M	C	488	
999	1	13	2	4	1	M	M	C	466	
999	1	14	2	2	2	X	X	C	496	
999	1	15	2	4	1	X	M	I	514	
999	1	16	2	2	2	X	X	C	488	
999	1	17	2	5	4	M	,	I	620	
999	1	18	2	1	6	X	Z	I	480	
999	1	19	2	2	2	X	X	C	488	
999	1	20	2	1	6	Z	Z	C	457	
999	1	21	2	1	6	Z	Z	C	377	
999	1	22	2	1	6	Z	Z	C	354	
999	1	23	2	6	3	Z	.	I	321	
999	1	24	2	6	3	.	.	C	411	
999	1	25	2	1	6	Z	Z	C	407	
999	1	26	2	4	1	,	M	I	604	
#TrainType3  -  Started: 5/15/2007 8:27:57 AM	
#SubID	Block	Trial	Condition	Digit	Picture	Response	Correct_Response	Accuracy	RT	
999	1	1	3	3	5	C	C	C	917	
999	1	2	3	6	1	.	.	C	1093	
999	1	3	3	1	2	Z	Z	C	625	
999	1	4	3	1	2	X	Z	I	508	
999	1	5	3	1	2	Z	Z	C	435	
999	1	6	3	2	4	X	X	C	789	
999	1	7	3	2	4	X	X	C	516	
999	1	8	3	5	3	,	,	C	830	
999	1	9	3	4	6	M	M	C	474	
999	1	10	3	2	4	X	X	C	634	
999	1	11	3	4	6	M	M	C	637	
999	1	12	3	3	5	C	C	C	835	
999	1	13	3	3	5	C	C	C	476	
999	1	14	3	6	1	C	.	I	523	
999	1	15	3	5	3	,	,	C	829	
999	1	16	3	4	6	M	M	C	595	
999	1	17	3	1	2	Z	Z	C	834	
999	1	18	3	4	6	M	M	C	613	
999	1	19	3	5	3	,	,	C	724	
999	1	20	3	2	4	X	X	C	505	
999	1	21	3	5	3	,	,	C	1013	
999	1	22	3	3	5	C	C	C	874	
999	1	23	3	4	6	M	M	C	580	
999	1	24	3	3	5	C	C	C	866	
999	1	25	3	3	5	C	C	C	419	
999	1	26	3	4	6	M	M	C	629	
999	1	27	3	2	4	X	X	C	546	
999	1	28	3	4	6	M	M	C	637	
999	1	29	3	3	5	C	C	C	1011	
999	1	30	3	5	3	,	,	C	820	
999	1	31	3	4	6	M	M	C	626	
999	1	32	3	4	6	M	M	C	401	
999	1	33	3	3	5	,	C	I	788	
999	1	34	3	3	5	C	C	C	466	
999	1	35	3	6	1	C	.	I	507	
999	1	36	3	3	5	C	C	C	571	
999	1	37	3	1	2	Z	Z	C	570	
999	1	38	3	3	5	.	C	I	1134	
999	1	39	3	1	2	Z	Z	C	560	
999	1	40	3	2	4	X	X	C	668	
999	1	41	3	3	5	C	C	C	628	
999	1	42	3	3	5	C	C	C	1124	
999	1	43	3	3	5	C	C	C	435	
999	1	44	3	3	5	C	C	C	435	
999	1	45	3	5	3	,	,	C	741	
999	1	46	3	5	3	,	,	C	363	
999	1	47	3	4	6	M	M	C	491	
999	1	48	3	4	6	M	M	C	396	
999	1	49	3	6	1	.	.	C	532	
999	1	50	3	4	6	M	M	C	658	
999	2	1	3	2	4	X	X	C	533	
999	2	2	3	5	3	,	,	C	813	
999	2	3	3	6	1	.	.	C	563	
999	2	4	3	2	4	X	X	C	512	
999	2	5	3	6	1	,	.	I	509	
999	2	6	3	5	3	,	,	C	521	
999	2	7	3	2	4	X	X	C	609	
999	2	8	3	4	6	,	M	I	461	
999	2	9	3	3	5	C	C	C	586	
999	2	10	3	1	2	Z	Z	C	578	
999	2	11	3	6	1	.	.	C	830	
999	2	12	3	3	5	C	C	C	569	
999	2	13	3	6	1	C	.	I	395	
999	2	14	3	1	2	Z	Z	C	1298	
999	2	15	3	4	6	M	M	C	541	
999	2	16	3	2	4	X	X	C	521	
#TrainType3  -  Started: 5/15/2007 8:33:29 AM	
#SubID	Block	Trial	Condition	Digit	Picture	Response	Correct_Response	Accuracy	RT	
999	1	1	1	1	3	Z	Z	C	1787	
999	1	2	1	4	2	X	M	I	1561	
999	1	3	1	2	5	X	X	C	384	
999	1	4	1	4	2	M	M	C	602	
999	1	5	1	3	1	X	C	I	431	
999	1	6	1	6	4	.	.	C	467	
999	1	7	1	4	2	X	M	I	494	
999	1	8	1	5	6	,	,	C	497	
999	1	9	1	5	6	,	,	C	425	
999	1	10	1	4	2	M	M	C	552	
999	1	11	1	6	4	.	.	C	457	
999	1	12	1	5	6	,	,	C	600	
999	1	13	1	5	6	,	,	C	472	
999	1	14	1	1	3	Z	Z	C	550	
999	1	15	1	6	4	.	.	C	483	
999	1	16	1	2	5	X	X	C	702	
999	1	17	1	6	4	.	.	C	451	
999	1	18	1	5	6	.	,	I	560	
999	1	19	1	6	4	.	.	C	511	
999	1	20	1	5	6	,	,	C	424	
999	1	21	1	1	3	X	Z	I	430	
999	1	22	1	1	3	Z	Z	C	375	
999	1	23	1	2	5	X	X	C	401	
999	1	24	1	4	2	,	M	I	539	
999	1	25	1	3	1	M	C	I	566	
999	1	26	1	3	1	C	C	C	390	
999	1	27	1	2	5	X	X	C	448	
999	1	28	1	6	4	.	.	C	426	
999	1	29	1	2	5	Z	X	I	389	
999	1	30	1	5	6	M	,	I	488	
999	1	31	1	5	6	M	,	I	376	
999	1	32	1	3	1	C	C	C	575	
999	1	33	1	5	6	,	,	C	402	
999	1	34	1	1	3	Z	Z	C	430	
999	1	35	1	3	1	C	C	C	666	
999	1	36	1	1	3	Z	Z	C	480	
999	1	37	1	5	6	,	,	C	435	
999	1	38	1	2	5	X	X	C	470	
999	1	39	1	3	1	C	C	C	529	
999	1	40	1	4	2	M	M	C	529	
999	1	41	1	3	1	C	C	C	471	
999	1	42	1	1	3	Z	Z	C	391	
999	1	43	1	2	5	X	X	C	337	
999	1	44	1	2	5	X	X	C	360	
999	1	45	1	3	1	C	C	C	505	
999	1	46	1	1	3	Z	Z	C	399	
999	1	47	1	6	4	.	.	C	395	
999	1	48	1	6	4	.	.	C	367	
999	1	49	1	1	3	M	Z	I	423	
999	1	50	1	1	3	Z	Z	C	350	
#TrainType3  -  Started: 11/11/2007 8:11:28 AM	
#SubID	Block	Trial	Condition	Digit	Picture	Response	Correct_Response	Accuracy	RT	
999	1	1	1	1	3	Z	Z	C	427	
999	1	2	1	2	4	X	X	C	410	
999	1	3	1	4	6	.	M	I	606	
999	1	4	1	2	4	Z	X	I	630	
999	1	5	1	3	2	C	C	C	816	
999	1	6	1	5	1	.	,	I	1735	
999	1	7	1	3	2	X	C	I	701	
999	1	8	1	1	3	M	Z	I	1664	
999	1	9	1	1	3	Z	Z	C	686	
999	1	10	1	5	1	X	,	I	808	
#TrainType3  -  Started: 11/11/2007 8:12:15 AM	
#SubID	Block	Trial	Condition	Digit	Picture	Response	Correct_Response	Accuracy	RT	
999	1	1	2	2	2	X	X	C	696	
999	1	2	2	6	5	.	.	C	1041	
#TrainType3  -  Started: 11/11/2007 8:12:43 AM	
#SubID	Block	Trial	Condition	Digit	Picture	Response	Correct_Response	Accuracy	RT	
