25	1	1	1	K	Z	Z	C	1349	1203	
25	1	2	1	B	.	.	C	1372	1428	
25	1	3	1	S	,	,	C	1243	1487	
25	1	4	1	D	C	C	C	784	1852	
25	1	5	1	B	.	.	C	771	1163	
25	1	6	1	K	Z	Z	C	948	1696	
25	1	7	1	K	Z	Z	C	607	1565	
25	1	8	1	K	Z	Z	C	610	1578	
25	1	9	1	D	X	C	I	517	1882	
25	1	10	1	D	C	C	C	1317	1825	
25	1	11	1	G	/	/	C	750	1674	
25	1	12	1	K	Z	Z	C	629	1110	
25	1	13	1	B	.	.	C	489	1641	
25	1	14	1	D	C	C	C	774	1350	
25	1	15	1	K	Z	Z	C	713	1635	
25	1	16	1	S	,	,	C	700	1837	
25	1	17	1	K	Z	Z	C	738	1926	
25	1	18	1	K	Z	Z	C	569	1636	
25	1	19	1	G	/	/	C	843	1721	
25	1	20	1	V	X	X	C	886	1222	
25	2	1	1	B	.	.	C	789	1924	
25	2	2	1	S	,	,	C	715	1374	
25	2	3	1	B	.	.	C	561	1158	
25	2	4	1	G	/	/	C	329	1311	
25	2	5	1	K	Z	Z	C	400	1026	
25	2	6	1	K	Z	Z	C	493	1084	
25	2	7	1	B	.	.	C	579	1629	
25	2	8	1	V	X	X	C	530	1223	
25	2	9	1	K	Z	Z	C	440	1328	
25	2	10	1	B	.	.	C	543	1616	
25	2	11	1	S	,	,	C	319	1766	
25	2	12	1	S	.	,	I	409	1659	
25	2	13	1	V	X	X	C	900	1126	
25	2	14	1	D	C	C	C	585	1644	
25	2	15	1	K	Z	Z	C	467	1654	
25	2	16	1	K	C	Z	I	489	1397	
25	2	17	1	S	,	,	C	538	1420	
25	2	18	1	V	X	X	C	659	1173	
25	2	19	1	D	C	C	C	602	1335	
25	2	20	1	D	C	C	C	648	1793	
25	3	1	1	B	.	.	C	613	1415	
25	3	2	1	D	C	C	C	536	1035	
25	3	3	1	S	,	,	C	372	1300	
25	3	4	1	S	,	,	C	411	1280	
25	3	5	1	G	/	/	C	575	1016	
25	3	6	1	D	C	C	C	679	1393	
25	3	7	1	G	C	/	I	430	1996	
25	3	8	1	D	C	C	C	579	1872	
25	3	9	1	D	C	C	C	543	1335	
25	3	10	1	B	.	.	C	664	1233	
25	3	11	1	B	.	.	C	702	1320	
25	3	12	1	K	Z	Z	C	583	1657	
25	3	13	1	D	C	C	C	598	1183	
25	3	14	1	V	X	X	C	512	1874	
25	3	15	1	S	,	,	C	509	1125	
25	3	16	1	D	X	C	I	730	1305	
25	3	17	1	S	,	,	C	598	1578	
25	3	18	1	S	,	,	C	629	1458	
25	3	19	1	D	C	C	C	509	1718	
25	3	20	1	G	/	/	C	553	1563	
25	4	1	1	V	X	X	C	645	1237	
25	4	2	1	B	.	.	C	522	1462	
25	4	3	1	S	,	,	C	409	1355	
25	4	4	1	V	X	X	C	548	1755	
25	4	5	1	B	.	.	C	564	1084	
25	4	6	1	B	.	.	C	675	1184	
25	4	7	1	S	,	,	C	831	1749	
25	4	8	1	K	Z	Z	C	810	1283	
25	4	9	1	D	C	C	C	1356	1745	
25	4	10	1	V	X	X	C	718	1256	
25	4	11	1	G	/	/	C	711	1562	
25	4	12	1	S	,	,	C	613	1129	
25	4	13	1	G	/	/	C	646	1046	
25	4	14	1	K	Z	Z	C	569	1134	
25	4	15	1	B	.	.	C	609	1915	
25	4	16	1	K	Z	Z	C	644	1352	
25	4	17	1	D	C	C	C	967	1522	
25	4	18	1	V	X	X	C	525	1604	
25	4	19	1	V	X	X	C	587	1877	
25	4	20	1	G	/	/	C	586	1590	
25	5	1	1	S	,	,	C	549	1906	
25	5	2	1	G	/	/	C	509	1280	
25	5	3	1	V	X	X	C	575	1972	
25	5	4	1	B	.	.	C	555	1557	
25	5	5	1	B	.	.	C	362	1635	
25	5	6	1	D	C	C	C	492	1103	
25	5	7	1	K	Z	Z	C	656	1676	
25	5	8	1	K	Z	Z	C	419	1547	
25	5	9	1	S	,	,	C	404	1352	
25	5	10	1	V	X	X	C	471	1845	
25	5	11	1	V	X	X	C	522	1922	
25	5	12	1	K	Z	Z	C	525	1931	
25	5	13	1	D	X	C	I	596	1401	
25	5	14	1	K	Z	Z	C	534	1602	
25	5	15	1	B	.	.	C	989	1590	
25	5	16	1	K	Z	Z	C	681	1659	
25	5	17	1	G	/	/	C	660	1329	
25	5	18	1	D	C	C	C	926	1300	
25	5	19	1	V	X	X	C	443	1019	
25	5	20	1	D	C	C	C	580	1760	
25	6	1	1	D	C	C	C	740	1386	
25	6	2	1	V	X	X	C	501	1196	
25	6	3	1	B	.	.	C	547	1498	
25	6	4	1	S	,	,	C	325	1838	
25	6	5	1	B	.	.	C	545	1026	
25	6	6	1	B	.	.	C	365	1371	
25	6	7	1	D	C	C	C	564	1769	
25	6	8	1	G	/	/	C	694	1579	
25	6	9	1	D	C	C	C	532	1407	
25	6	10	1	B	.	.	C	656	1235	
25	6	11	1	D	C	C	C	396	1528	
25	6	12	1	G	/	/	C	535	1243	
25	6	13	1	G	.	/	I	596	1887	
25	6	14	1	B	.	.	C	432	1027	
25	6	15	1	S	,	,	C	604	1924	
25	6	16	1	S	,	,	C	651	1172	
25	6	17	1	B	.	.	C	491	1530	
25	6	18	1	V	X	X	C	581	1315	
25	6	19	1	B	.	.	C	732	1059	
25	6	20	1	K	Z	Z	C	524	1285	
25	7	1	1	G	/	/	C	533	1601	
25	7	2	1	B	.	.	C	430	1494	
25	7	3	1	K	Z	Z	C	313	1489	
25	7	4	1	D	X	C	I	622	1577	
25	7	5	1	S	,	,	C	390	1070	
25	7	6	1	B	.	.	C	497	1285	
25	7	7	1	K	Z	Z	C	570	1721	
25	7	8	1	V	X	X	C	470	1624	
25	7	9	1	B	.	.	C	503	1110	
25	7	10	1	D	C	C	C	777	1242	
25	7	11	1	S	,	,	C	501	1717	
25	7	12	1	D	C	C	C	602	1077	
25	7	13	1	G	/	/	C	634	1596	
25	7	14	1	S	,	,	C	659	1242	
25	7	15	1	D	C	C	C	501	1391	
25	7	16	1	B	.	.	C	720	1169	
25	7	17	1	G	/	/	C	638	1606	
25	7	18	1	S	,	,	C	489	1995	
25	7	19	1	G	/	/	C	692	1112	
25	7	20	1	V	X	X	C	615	1208	
25	8	1	1	V	X	X	C	645	1923	
25	8	2	1	D	C	C	C	556	1534	
25	8	3	1	S	,	,	C	545	1200	
25	8	4	1	G	X	/	I	1071	1081	
25	8	5	1	B	.	.	C	550	1530	
25	8	6	1	B	.	.	C	501	1725	
25	8	7	1	K	Z	Z	C	530	1429	
25	8	8	1	B	.	.	C	618	1755	
25	8	9	1	G	/	/	C	468	1116	
25	8	10	1	G	/	/	C	483	1759	
25	8	11	1	S	,	,	C	464	1526	
25	8	12	1	K	Z	Z	C	489	1771	
25	8	13	1	G	/	/	C	1204	1573	
25	8	14	1	G	/	/	C	458	1656	
25	8	15	1	D	C	C	C	647	1671	
25	8	16	1	B	.	.	C	424	1752	
25	8	17	1	V	X	X	C	647	1494	
25	8	18	1	V	X	X	C	441	1763	
25	8	19	1	V	X	X	C	380	1997	
25	8	20	1	G	/	/	C	658	1898	
25	9	1	1	B	.	.	C	501	1677	
25	9	2	1	K	Z	Z	C	514	1258	
25	9	3	1	B	.	.	C	405	1091	
25	9	4	1	D	C	C	C	524	1485	
25	9	5	1	K	Z	Z	C	562	1622	
25	9	6	1	S	,	,	C	505	1645	
