55	1	1	3	K	Z	Z	C	746	1289	
55	1	2	3	K	Z	Z	C	822	1452	
55	1	3	3	K	Z	Z	C	323	1320	
55	1	4	3	K	Z	Z	C	279	1085	
55	1	5	3	K	Z	Z	C	466	1367	
55	1	6	3	K	Z	Z	C	360	1724	
55	1	7	3	K	Z	Z	C	451	1231	
55	1	8	3	K	Z	Z	C	288	1415	
55	1	9	3	K	Z	Z	C	312	1436	
55	1	10	3	K	Z	Z	C	275	1592	
55	1	11	3	K	Z	Z	C	295	1658	
55	1	12	3	K	Z	Z	C	341	1295	
55	1	13	3	K	Z	Z	C	464	1562	
55	1	14	3	K	Z	Z	C	389	1166	
55	1	15	3	K	Z	Z	C	1041	1326	
55	1	16	3	K	Z	Z	C	561	1361	
55	1	17	3	K	Z	Z	C	382	1398	
55	1	18	3	K	Z	Z	C	281	1800	
55	1	19	3	K	Z	Z	C	311	1244	
55	1	20	3	K	Z	Z	C	275	1403	
55	2	1	3	B	.	.	C	860	1139	
55	2	2	3	B	.	.	C	268	1224	
55	2	3	3	B	.	.	C	199	1278	
55	2	4	3	B	.	.	C	641	1630	
55	2	5	3	B	.	.	C	193	1722	
55	2	6	3	B	.	.	C	597	1941	
55	2	7	3	B	.	.	C	266	1986	
55	2	8	3	B	.	.	C	253	1184	
55	2	9	3	B	.	.	C	303	1279	
55	2	10	3	B	.	.	C	240	1864	
55	2	11	3	B	.	.	C	247	1690	
55	2	12	3	B	.	.	C	261	1909	
55	2	13	3	B	.	.	C	250	1843	
55	2	14	3	B	.	.	C	252	1206	
55	2	15	3	B	.	.	C	473	1809	
55	2	16	3	B	.	.	C	286	1364	
55	2	17	3	B	.	.	C	267	1299	
55	2	18	3	B	.	.	C	268	1627	
55	2	19	3	B	.	.	C	228	1431	
55	2	20	3	B	.	.	C	264	1089	
55	3	1	3	S	,	,	C	668	1587	
55	3	2	3	S	,	,	C	332	1615	
55	3	3	3	S	,	,	C	240	1151	
55	3	4	3	S	,	,	C	272	1123	
55	3	5	3	S	,	,	C	220	1158	
55	3	6	3	S	,	,	C	233	1136	
55	3	7	3	S	,	,	C	223	1137	
55	3	8	3	S	,	,	C	206	1765	
55	3	9	3	S	,	,	C	266	1673	
55	3	10	3	S	,	,	C	246	1517	
55	3	11	3	S	,	,	C	242	1470	
55	3	12	3	S	,	,	C	241	1595	
55	3	13	3	S	,	,	C	276	1958	
55	3	14	3	S	,	,	C	41	1591	
55	3	15	3	S	,	,	C	280	1710	
55	3	16	3	S	,	,	C	273	1735	
55	3	17	3	S	,	,	C	216	1207	
55	3	18	3	S	,	,	C	296	1087	
55	3	19	3	S	,	,	C	240	1736	
55	3	20	3	S	,	,	C	311	1366	
55	4	1	3	V	X	X	C	572	1438	
55	4	2	3	V	X	X	C	225	1270	
55	4	3	3	V	X	X	C	233	1815	
55	4	4	3	V	X	X	C	216	1497	
55	4	5	3	V	X	X	C	246	1190	
55	4	6	3	V	X	X	C	233	1831	
55	4	7	3	V	X	X	C	488	1936	
55	4	8	3	V	X	X	C	223	1976	
55	4	9	3	V	X	X	C	231	1481	
55	4	10	3	V	X	X	C	278	1028	
55	4	11	3	V	X	X	C	267	1384	
55	4	12	3	V	X	X	C	231	1757	
55	4	13	3	V	X	X	C	338	1008	
55	4	14	3	V	X	X	C	207	1079	
55	4	15	3	V	X	X	C	216	1572	
55	4	16	3	V	X	X	C	235	1417	
55	4	17	3	V	X	X	C	246	1607	
55	4	18	3	V	X	X	C	232	1801	
55	4	19	3	V	X	X	C	262	1115	
55	4	20	3	V	X	X	C	436	1921	
55	5	1	3	D	C	C	C	716	1945	
55	5	2	3	D	C	C	C	246	1495	
55	5	3	3	D	C	C	C	232	1162	
55	5	4	3	D	C	C	C	197	1635	
55	5	5	3	D	C	C	C	204	1480	
55	5	6	3	D	C	C	C	279	1098	
55	5	7	3	D	C	C	C	261	1973	
55	5	8	3	D	C	C	C	282	1598	
55	5	9	3	D	C	C	C	225	1666	
55	5	10	3	D	C	C	C	221	1565	
55	5	11	3	D	C	C	C	210	1742	
55	5	12	3	D	C	C	C	193	1029	
55	5	13	3	D	C	C	C	298	1402	
55	5	14	3	D	C	C	C	229	1512	
55	5	15	3	D	C	C	C	263	1684	
55	5	16	3	D	C	C	C	251	1101	
55	5	17	3	D	C	C	C	338	1737	
55	5	18	3	D	C	C	C	326	1107	
55	5	19	3	D	C	C	C	220	1358	
55	5	20	3	D	C	C	C	225	1953	
55	6	1	3	G	/	/	C	748	1819	
55	6	2	3	G	/	/	C	244	1211	
55	6	3	3	G	/	/	C	276	1245	
55	6	4	3	G	/	/	C	306	1949	
55	6	5	3	G	/	/	C	242	1106	
55	6	6	3	G	/	/	C	221	1767	
55	6	7	3	G	/	/	C	248	1577	
55	6	8	3	G	/	/	C	246	1208	
55	6	9	3	G	/	/	C	247	1814	
55	6	10	3	G	/	/	C	217	1441	
55	6	11	3	G	/	/	C	222	1415	
55	6	12	3	G	/	/	C	328	1358	
55	6	13	3	G	/	/	C	257	1618	
55	6	14	3	G	/	/	C	221	1515	
55	6	15	3	G	/	/	C	244	1979	
55	6	16	3	G	/	/	C	244	1556	
55	6	17	3	G	/	/	C	203	1611	
55	6	18	3	G	/	/	C	212	1026	
55	6	19	3	G	/	/	C	333	1221	
55	6	20	3	G	/	/	C	234	1752	
55	7	1	3	B	.	.	C	844	1504	
55	7	2	3	B	.	.	C	335	1155	
55	7	3	3	B	.	.	C	412	1660	
55	7	4	3	B	.	.	C	211	1206	
55	7	5	3	B	.	.	C	281	1077	
55	7	6	3	B	.	.	C	218	1871	
55	7	7	3	B	.	.	C	192	1454	
55	7	8	3	B	.	.	C	161	1255	
55	7	9	3	B	.	.	C	168	1889	
55	7	10	3	B	.	.	C	270	1817	
55	7	11	3	B	.	.	C	198	1732	
55	7	12	3	B	.	.	C	203	1324	
55	7	13	3	B	.	.	C	243	1220	
55	7	14	3	B	.	.	C	187	1455	
55	7	15	3	B	.	.	C	240	1171	
55	7	16	3	B	.	.	C	204	1197	
55	7	17	3	B	.	.	C	258	1286	
55	7	18	3	B	.	.	C	217	1456	
55	7	19	3	B	.	.	C	271	1823	
55	7	20	3	B	.	.	C	256	1528	
55	8	1	3	D	C	C	C	780	1684	
55	8	2	3	D	C	C	C	811	1338	
55	8	3	3	D	C	C	C	245	1194	
55	8	4	3	D	C	C	C	229	1609	
55	8	5	3	D	C	C	C	214	1100	
55	8	6	3	D	C	C	C	243	1359	
55	8	7	3	D	C	C	C	208	1575	
55	8	8	3	D	C	C	C	216	1387	
55	8	9	3	D	C	C	C	276	1258	
55	8	10	3	D	C	C	C	229	1657	
55	8	11	3	D	C	C	C	198	1613	
55	8	12	3	D	C	C	C	210	1727	
55	8	13	3	D	C	C	C	208	1127	
55	8	14	3	D	C	C	C	232	1640	
55	8	15	3	D	C	C	C	215	1147	
55	8	16	3	D	C	C	C	212	1927	
55	8	17	3	D	C	C	C	232	1371	
55	8	18	3	D	C	C	C	228	1627	
55	8	19	3	D	C	C	C	84	1281	
55	8	20	3	D	C	C	C	238	1487	
55	9	1	3	G	/	/	C	940	1052	
55	9	2	3	G	/	/	C	275	1740	
55	9	3	3	G	/	/	C	259	1714	
55	9	4	3	G	/	/	C	205	1123	
55	9	5	3	G	/	/	C	252	1590	
55	9	6	3	G	/	/	C	233	1042	
55	9	7	3	G	/	/	C	269	1317	
55	9	8	3	G	/	/	C	234	1032	
55	9	9	3	G	/	/	C	231	1954	
55	9	10	3	G	/	/	C	253	1930	
55	9	11	3	G	/	/	C	261	1966	
55	9	12	3	G	/	/	C	257	1407	
55	9	13	3	G	/	/	C	272	1125	
55	9	14	3	G	/	/	C	266	1774	
55	9	15	3	G	/	/	C	321	1608	
55	9	16	3	G	/	/	C	199	1205	
55	9	17	3	G	/	/	C	282	1798	
55	9	18	3	G	/	/	C	249	1808	
55	9	19	3	G	/	/	C	239	1606	
55	9	20	3	G	/	/	C	201	1161	
55	10	1	3	V	X	X	C	652	1328	
55	10	2	3	V	X	X	C	255	1271	
55	10	3	3	V	X	X	C	200	1304	
55	10	4	3	V	X	X	C	215	1054	
55	10	5	3	V	X	X	C	241	1942	
55	10	6	3	V	X	X	C	217	1799	
55	10	7	3	V	X	X	C	216	1859	
55	10	8	3	V	X	X	C	220	1223	
55	10	9	3	V	X	X	C	216	1187	
55	10	10	3	V	X	X	C	204	1062	
55	10	11	3	V	X	X	C	217	1321	
