24	1	1	4	999	999	999	1	1113	1085	
24	1	2	4	999	999	999	1	1126	1971	
24	1	3	4	999	999	999	1	1680	1604	
24	1	4	4	999	999	999	1	735	1792	
24	1	5	4	999	1	1	1	1570	1372	
24	1	6	4	999	999	999	1	1000	1083	
24	1	7	4	999	999	999	1	904	1414	
24	1	8	4	999	999	999	1	1245	1193	
24	1	9	4	999	1	1	1	1289	1983	
24	1	10	4	999	999	999	1	948	1517	
24	1	11	4	999	1	1	1	1190	1760	
24	1	12	4	999	1	1	1	883	1325	
24	1	13	4	999	999	999	1	1126	1313	
24	1	14	4	999	999	999	1	1074	1843	
24	1	15	4	999	999	999	1	832	1797	
24	1	16	4	999	1	1	1	894	1579	
24	1	17	4	999	999	999	1	872	1904	
24	1	18	4	999	999	999	1	883	1901	
24	1	19	4	999	999	999	1	1478	1069	
24	1	20	4	999	999	999	1	1014	1864	
24	2	1	4	999	1	1	1	969	1930	
24	2	2	4	999	999	999	1	681	1292	
24	2	3	4	999	999	999	1	999	1014	
24	2	4	4	999	999	999	1	1325	1104	
24	2	5	4	999	1	1	1	771	1711	
24	2	6	4	999	999	999	1	708	1890	
24	2	7	4	999	999	999	1	897	1458	
24	2	8	4	999	999	999	1	1281	1740	
24	2	9	4	999	999	999	1	807	1207	
24	2	10	4	999	999	999	1	1100	1326	
24	2	11	4	999	999	999	1	1381	1118	
24	2	12	4	999	999	999	1	869	1226	
24	2	13	4	999	999	999	1	1000	1518	
24	2	14	4	999	999	999	0	885	1504	
24	2	15	4	999	999	999	1	1011	1102	
24	2	16	4	999	999	999	1	645	1535	
24	2	17	4	999	999	999	1	1140	1385	
24	2	18	4	999	999	999	1	714	1089	
24	2	19	4	999	999	999	1	1154	1408	
24	2	20	4	999	999	999	1	788	1653	
24	3	1	4	999	999	999	1	1257	1690	
24	3	2	4	999	999	999	1	665	1013	
24	3	3	4	999	999	999	1	862	1427	
24	3	4	4	999	999	999	1	464	1082	
24	3	5	4	999	999	999	1	505	1953	
24	3	6	4	999	999	999	1	626	1976	
24	3	7	4	999	999	999	1	571	1436	
24	3	8	4	999	999	999	1	1207	1341	
24	3	9	4	999	999	999	1	534	1837	
24	3	10	4	999	999	999	1	694	1939	
24	3	11	4	999	999	999	1	688	1107	
24	3	12	4	999	999	999	0	752	1463	
24	3	13	4	999	999	999	1	1004	1647	
24	3	14	4	999	999	999	1	820	1630	
24	3	15	4	999	999	999	1	965	1001	
24	3	16	4	999	999	999	1	746	1498	
24	3	17	4	999	1	1	1	921	1825	
24	3	18	4	999	999	999	1	930	1046	
24	3	19	4	999	1	1	1	829	1070	
24	3	20	4	999	999	999	1	901	1009	
24	4	1	4	999	999	999	1	969	1456	
24	4	2	4	999	1	1	1	883	1948	
24	4	3	4	999	999	999	1	1319	1156	
24	4	4	4	999	999	999	1	943	1580	
24	4	5	4	999	999	999	1	1047	1766	
24	4	6	4	999	1	1	1	797	1359	
24	4	7	4	999	999	999	1	676	1492	
24	4	8	4	999	999	999	1	767	1303	
24	4	9	4	999	999	999	1	908	1619	
24	4	10	4	999	999	999	1	672	1072	
24	4	11	4	999	999	999	1	723	1201	
24	4	12	4	999	999	999	1	994	1293	
24	4	13	4	999	999	999	1	934	1022	
24	4	14	4	999	999	999	1	1285	1144	
24	4	15	4	999	999	999	1	827	1798	
24	4	16	4	999	999	999	1	845	1177	
24	4	17	4	999	1	1	1	762	1624	
24	4	18	4	999	1	1	1	683	1398	
24	4	19	4	999	999	999	1	989	1686	
24	4	20	4	999	1	1	1	669	1597	
24	5	1	4	999	999	999	1	985	1209	
24	5	2	4	999	999	999	1	1322	1923	
24	5	3	4	999	999	999	1	736	1662	
24	5	4	4	999	999	999	1	805	1713	
24	5	5	4	999	999	999	1	817	1208	
24	5	6	4	999	999	999	1	1179	1571	
24	5	7	4	999	1	1	1	768	1412	
24	5	8	4	999	999	999	1	1983	1697	
24	5	9	4	999	999	999	1	642	1189	
24	5	10	4	999	999	999	1	670	1463	
24	5	11	4	999	1	1	1	668	1012	
24	5	12	4	999	999	999	1	511	1241	
24	5	13	4	999	1	1	1	810	1362	
24	5	14	4	999	999	999	1	1169	1484	
24	5	15	4	999	1	1	1	775	1430	
24	5	16	4	999	999	999	1	829	1050	
24	5	17	4	999	999	999	1	729	1075	
24	5	18	4	999	999	999	1	976	1785	
24	5	19	4	999	1	1	1	682	1023	
24	5	20	4	999	1	1	1	804	1346	
24	6	1	4	999	999	999	1	1113	1322	
24	6	2	4	999	999	999	1	633	1282	
24	6	3	4	999	999	999	1	737	1041	
24	6	4	4	999	999	999	1	482	1364	
24	6	5	4	999	999	999	1	687	1231	
24	6	6	4	999	999	999	1	1204	1158	
24	6	7	4	999	999	999	1	525	1122	
24	6	8	4	999	999	999	1	1281	1859	
