sid,block,trial,associaiton_1,association_2,association_3,association_4,training_condition,order_condition,symbol,cue,cue_correct,response,rt,correct,phase
9,1,1,4,2,3,1,600,1,4,1,1,4,1199,1,Training
9,1,2,4,2,3,1,600,1,4,1,1,4,748,1,Training
9,1,3,4,2,3,1,600,1,1,4,1,1,549,1,Training
9,1,4,4,2,3,1,600,1,1,2,0,1,493,1,Training
9,1,5,4,2,3,1,600,1,2,2,1,2,373,1,Training
9,1,6,4,2,3,1,600,1,3,3,1,3,350,1,Training
9,1,7,4,2,3,1,600,1,2,2,1,1,519,0,Training
9,1,8,4,2,3,1,600,1,1,4,1,1,400,1,Training
9,1,9,4,2,3,1,600,1,1,4,1,1,584,1,Training
9,1,10,4,2,3,1,600,1,3,3,1,3,417,1,Training
9,1,11,4,2,3,1,600,1,2,2,1,4,378,0,Training
9,1,12,4,2,3,1,600,1,1,4,1,1,561,1,Training
9,1,13,4,2,3,1,600,1,4,1,1,4,570,1,Training
9,1,14,4,2,3,1,600,1,4,1,1,4,530,1,Training
9,1,15,4,2,3,1,600,1,3,3,1,3,347,1,Training
9,1,16,4,2,3,1,600,1,3,3,1,3,516,1,Training
9,1,17,4,2,3,1,600,1,4,4,0,4,412,1,Training
9,1,18,4,2,3,1,600,1,1,4,1,1,389,1,Training
9,1,19,4,2,3,1,600,1,1,4,1,1,478,1,Training
9,1,20,4,2,3,1,600,1,1,4,1,1,535,1,Training
9,2,1,4,2,3,1,600,1,1,4,1,1,511,1,Training
9,2,2,4,2,3,1,600,1,3,3,1,3,424,1,Training
9,2,3,4,2,3,1,600,1,2,2,1,1,448,0,Training
9,2,4,4,2,3,1,600,1,1,4,1,1,393,1,Training
9,2,5,4,2,3,1,600,1,2,2,1,2,578,1,Training
9,2,6,4,2,3,1,600,1,4,1,1,4,458,1,Training
9,2,7,4,2,3,1,600,1,4,1,1,4,451,1,Training
9,2,8,4,2,3,1,600,1,4,1,1,4,428,1,Training
9,2,9,4,2,3,1,600,1,3,1,0,3,340,1,Training
9,2,10,4,2,3,1,600,1,2,2,1,2,525,1,Training
9,2,11,4,2,3,1,600,1,1,4,1,1,358,1,Training
9,2,12,4,2,3,1,600,1,2,3,0,2,446,1,Training
9,2,13,4,2,3,1,600,1,3,3,1,3,438,1,Training
9,2,14,4,2,3,1,600,1,3,3,1,3,415,1,Training
9,2,15,4,2,3,1,600,1,1,4,1,1,455,1,Training
9,2,16,4,2,3,1,600,1,2,2,1,2,480,1,Training
9,2,17,4,2,3,1,600,1,3,3,1,3,360,1,Training
9,2,18,4,2,3,1,600,1,2,1,0,2,449,1,Training
9,2,19,4,2,3,1,600,1,2,4,0,2,586,1,Training
9,2,20,4,2,3,1,600,1,3,3,1,3,434,1,Training
9,3,1,4,2,3,1,600,1,2,2,1,2,432,1,Training
9,3,2,4,2,3,1,600,1,2,2,1,2,329,1,Training
9,3,3,4,2,3,1,600,1,2,2,1,2,337,1,Training
9,3,4,4,2,3,1,600,1,3,3,1,3,362,1,Training
9,3,5,4,2,3,1,600,1,1,4,1,2,451,0,Training
9,3,6,4,2,3,1,600,1,1,4,1,1,412,1,Training
9,3,7,4,2,3,1,600,1,2,2,1,2,468,1,Training
9,3,8,4,2,3,1,600,1,1,4,1,1,380,1,Training
9,3,9,4,2,3,1,600,1,2,1,0,2,501,1,Training
9,3,10,4,2,3,1,600,1,1,4,1,1,349,1,Training
9,3,11,4,2,3,1,600,1,3,4,0,3,310,1,Training
9,3,12,4,2,3,1,600,1,1,4,1,1,479,1,Training
9,3,13,4,2,3,1,600,1,2,2,1,2,456,1,Training
9,3,14,4,2,3,1,600,1,4,1,1,4,464,1,Training
9,3,15,4,2,3,1,600,1,3,3,1,3,312,1,Training
9,3,16,4,2,3,1,600,1,3,3,1,3,385,1,Training
9,3,17,4,2,3,1,600,1,1,4,1,1,394,1,Training
9,3,18,4,2,3,1,600,1,3,3,1,3,435,1,Training
9,3,19,4,2,3,1,600,1,3,3,1,3,396,1,Training
9,3,20,4,2,3,1,600,1,1,4,1,1,452,1,Training
9,4,1,4,2,3,1,600,1,2,2,1,2,640,1,Training
9,4,2,4,2,3,1,600,1,4,1,1,1,413,0,Training
9,4,3,4,2,3,1,600,1,1,4,1,1,497,1,Training
9,4,4,4,2,3,1,600,1,4,1,1,4,554,1,Training
9,4,5,4,2,3,1,600,1,2,2,1,1,403,0,Training
9,4,6,4,2,3,1,600,1,3,3,1,3,396,1,Training
9,4,7,4,2,3,1,600,1,2,2,1,1,389,0,Training
9,4,8,4,2,3,1,600,1,2,2,1,2,381,1,Training
9,4,9,4,2,3,1,600,1,2,2,1,2,326,1,Training
9,4,10,4,2,3,1,600,1,1,4,1,1,399,1,Training
9,4,11,4,2,3,1,600,1,2,2,1,2,440,1,Training
9,4,12,4,2,3,1,600,1,3,3,1,3,353,1,Training
9,4,13,4,2,3,1,600,1,4,1,1,4,393,1,Training
9,4,14,4,2,3,1,600,1,2,2,1,1,514,0,Training
9,4,15,4,2,3,1,600,1,1,4,1,1,763,1,Training
9,4,16,4,2,3,1,600,1,2,2,1,2,340,1,Training
9,4,17,4,2,3,1,600,1,1,4,1,3,412,0,Training
9,4,18,4,2,3,1,600,1,4,1,1,4,549,1,Training
9,4,19,4,2,3,1,600,1,3,3,1,3,462,1,Training
9,4,20,4,2,3,1,600,1,1,4,1,1,423,1,Training
9,5,1,4,2,3,1,600,1,2,2,1,2,736,1,Training
9,5,2,4,2,3,1,600,1,3,1,0,3,425,1,Training
9,5,3,4,2,3,1,600,1,4,1,1,4,449,1,Training
9,5,4,4,2,3,1,600,1,1,1,0,1,458,1,Training
9,5,5,4,2,3,1,600,1,3,3,1,3,402,1,Training
9,5,6,4,2,3,1,600,1,4,1,1,4,491,1,Training
9,5,7,4,2,3,1,600,1,4,1,1,4,532,1,Training
9,5,8,4,2,3,1,600,1,4,1,1,4,397,1,Training
9,5,9,4,2,3,1,600,1,2,2,1,2,469,1,Training
9,5,10,4,2,3,1,600,1,1,1,0,1,510,1,Training
9,5,11,4,2,3,1,600,1,2,2,1,2,535,1,Training
9,5,12,4,2,3,1,600,1,1,2,0,3,399,0,Training
9,5,13,4,2,3,1,600,1,3,1,0,3,393,1,Training
9,5,14,4,2,3,1,600,1,3,3,1,3,369,1,Training
9,5,15,4,2,3,1,600,1,1,4,1,1,441,1,Training
9,5,16,4,2,3,1,600,1,2,2,1,2,514,1,Training
9,5,17,4,2,3,1,600,1,4,1,1,4,458,1,Training
9,5,18,4,2,3,1,600,1,1,4,1,1,627,1,Training
9,5,19,4,2,3,1,600,1,1,4,1,1,508,1,Training
9,5,20,4,2,3,1,600,1,1,4,1,1,341,1,Training
9,6,1,4,2,3,1,600,1,1,3,0,1,448,1,Training
9,6,2,4,2,3,1,600,1,4,4,0,4,473,1,Training
9,6,3,4,2,3,1,600,1,4,1,1,4,370,1,Training
9,6,4,4,2,3,1,600,1,4,1,1,4,379,1,Training
9,6,5,4,2,3,1,600,1,3,3,1,3,308,1,Training
9,6,6,4,2,3,1,600,1,2,2,1,2,397,1,Training
9,6,7,4,2,3,1,600,1,3,3,1,3,309,1,Training
9,6,8,4,2,3,1,600,1,4,1,1,4,494,1,Training
9,6,9,4,2,3,1,600,1,4,1,1,4,471,1,Training
9,6,10,4,2,3,1,600,1,3,3,1,3,288,1,Training
9,6,11,4,2,3,1,600,1,1,4,1,1,425,1,Training
9,6,12,4,2,3,1,600,1,1,4,1,1,354,1,Training
9,6,13,4,2,3,1,600,1,3,1,0,3,363,1,Training
9,6,14,4,2,3,1,600,1,4,1,1,4,340,1,Training
9,6,15,4,2,3,1,600,1,2,3,0,4,333,0,Training
9,6,16,4,2,3,1,600,1,2,1,0,2,277,1,Training
9,6,17,4,2,3,1,600,1,2,2,1,2,302,1,Training
9,6,18,4,2,3,1,600,1,2,2,1,2,263,1,Training
9,6,19,4,2,3,1,600,1,2,2,1,2,416,1,Training
9,6,20,4,2,3,1,600,1,1,1,0,1,377,1,Training
9,7,1,4,2,3,1,600,1,4,1,1,4,465,1,Training
9,7,2,4,2,3,1,600,1,1,4,1,4,330,0,Training
9,7,3,4,2,3,1,600,1,1,4,1,1,403,1,Training
9,7,4,4,2,3,1,600,1,1,4,1,1,331,1,Training
9,7,5,4,2,3,1,600,1,4,1,1,4,436,1,Training
9,7,6,4,2,3,1,600,1,1,4,1,1,285,1,Training
9,7,7,4,2,3,1,600,1,3,2,0,3,325,1,Training
9,7,8,4,2,3,1,600,1,2,2,1,2,526,1,Training
9,7,9,4,2,3,1,600,1,4,1,1,1,359,0,Training
9,7,10,4,2,3,1,600,1,3,3,1,3,400,1,Training
9,7,11,4,2,3,1,600,1,2,2,1,1,424,0,Training
9,7,12,4,2,3,1,600,1,4,1,1,4,625,1,Training
9,7,13,4,2,3,1,600,1,3,3,1,3,426,1,Training
9,7,14,4,2,3,1,600,1,2,2,1,2,531,1,Training
9,7,15,4,2,3,1,600,1,4,4,0,4,428,1,Training
9,7,16,4,2,3,1,600,1,4,1,1,2,452,0,Training
9,7,17,4,2,3,1,600,1,3,3,1,3,349,1,Training
9,7,18,4,2,3,1,600,1,4,1,1,4,438,1,Training
9,7,19,4,2,3,1,600,1,4,1,1,4,415,1,Training
9,7,20,4,2,3,1,600,1,2,2,1,2,455,1,Training
9,8,1,4,2,3,1,600,1,2,2,1,2,481,1,Training
9,8,2,4,2,3,1,600,1,3,3,1,3,426,1,Training
9,8,3,4,2,3,1,600,1,2,2,1,2,370,1,Training
9,8,4,4,2,3,1,600,1,3,3,1,3,459,1,Training
9,8,5,4,2,3,1,600,1,4,1,1,4,435,1,Training
9,8,6,4,2,3,1,600,1,2,2,1,2,540,1,Training
9,8,7,4,2,3,1,600,1,3,3,1,3,293,1,Training
9,8,8,4,2,3,1,600,1,4,1,1,4,478,1,Training
9,8,9,4,2,3,1,600,1,1,4,1,3,327,0,Training
9,8,10,4,2,3,1,600,1,2,2,1,2,384,1,Training
9,8,11,4,2,3,1,600,1,1,4,1,1,520,1,Training
9,8,12,4,2,3,1,600,1,1,1,0,1,288,1,Training
9,8,13,4,2,3,1,600,1,1,4,1,3,329,0,Training
9,8,14,4,2,3,1,600,1,4,1,1,4,449,1,Training
9,8,15,4,2,3,1,600,1,1,4,1,1,425,1,Training
9,8,16,4,2,3,1,600,1,2,2,1,2,562,1,Training
9,8,17,4,2,3,1,600,1,1,4,1,1,459,1,Training
9,8,18,4,2,3,1,600,1,1,2,0,1,292,1,Training
9,8,19,4,2,3,1,600,1,3,3,1,3,397,1,Training
9,8,20,4,2,3,1,600,1,1,4,1,3,310,0,Training
9,9,1,4,2,3,1,600,1,2,2,1,2,545,1,Training
9,9,2,4,2,3,1,600,1,4,1,1,4,412,1,Training
9,9,3,4,2,3,1,600,1,4,1,1,4,498,1,Training
9,9,4,4,2,3,1,600,1,2,2,1,2,427,1,Training
9,9,5,4,2,3,1,600,1,1,3,0,1,452,1,Training
9,9,6,4,2,3,1,600,1,3,3,1,3,332,1,Training
9,9,7,4,2,3,1,600,1,1,4,1,1,405,1,Training
9,9,8,4,2,3,1,600,1,4,2,0,4,382,1,Training
9,9,9,4,2,3,1,600,1,1,4,1,1,422,1,Training
9,9,10,4,2,3,1,600,1,3,3,1,3,447,1,Training
9,9,11,4,2,3,1,600,1,4,1,1,4,472,1,Training
9,9,12,4,2,3,1,600,1,1,4,1,1,385,1,Training
9,9,13,4,2,3,1,600,1,3,3,1,3,377,1,Training
9,9,14,4,2,3,1,600,1,3,3,1,3,465,1,Training
9,9,15,4,2,3,1,600,1,1,4,1,1,378,1,Training
9,9,16,4,2,3,1,600,1,4,1,1,4,419,1,Training
9,9,17,4,2,3,1,600,1,1,4,1,1,380,1,Training
9,9,18,4,2,3,1,600,1,1,4,1,1,340,1,Training
9,9,19,4,2,3,1,600,1,2,2,1,2,476,1,Training
9,9,20,4,2,3,1,600,1,3,3,1,3,437,1,Training
9,10,1,4,2,3,1,600,1,4,1,1,4,528,1,Training
9,10,2,4,2,3,1,600,1,2,2,1,1,412,0,Training
9,10,3,4,2,3,1,600,1,4,1,1,4,450,1,Training
9,10,4,4,2,3,1,600,1,4,2,0,1,363,0,Training
9,10,5,4,2,3,1,600,1,1,4,1,1,388,1,Training
9,10,6,4,2,3,1,600,1,3,3,1,3,364,1,Training
9,10,7,4,2,3,1,600,1,3,4,0,3,340,1,Training
9,10,8,4,2,3,1,600,1,2,2,1,2,429,1,Training
9,10,9,4,2,3,1,600,1,2,2,1,2,342,1,Training
9,10,10,4,2,3,1,600,1,4,1,1,4,334,1,Training
9,10,11,4,2,3,1,600,1,1,4,1,3,343,0,Training
9,10,12,4,2,3,1,600,1,3,3,1,3,320,1,Training
9,10,13,4,2,3,1,600,1,2,2,1,2,520,1,Training
9,10,14,4,2,3,1,600,1,1,4,1,1,417,1,Training
9,10,15,4,2,3,1,600,1,1,4,1,1,314,1,Training
9,10,16,4,2,3,1,600,1,4,1,1,4,434,1,Training
9,10,17,4,2,3,1,600,1,2,2,1,2,443,1,Training
9,10,18,4,2,3,1,600,1,3,3,1,3,435,1,Training
9,10,19,4,2,3,1,600,1,1,4,1,1,300,1,Training
9,10,20,4,2,3,1,600,1,1,4,1,3,356,0,Training
9,11,1,4,2,3,1,600,1,2,2,1,2,449,1,Training
9,11,2,4,2,3,1,600,1,3,3,1,3,297,1,Training
9,11,3,4,2,3,1,600,1,3,3,1,3,385,1,Training
9,11,4,4,2,3,1,600,1,4,1,1,4,362,1,Training
9,11,5,4,2,3,1,600,1,2,2,1,1,482,0,Training
9,11,6,4,2,3,1,600,1,4,1,1,4,747,1,Training
9,11,7,4,2,3,1,600,1,1,4,1,1,516,1,Training
9,11,8,4,2,3,1,600,1,4,1,1,1,429,0,Training
9,11,9,4,2,3,1,600,1,3,2,0,3,373,1,Training
9,11,10,4,2,3,1,600,1,2,2,1,2,510,1,Training
9,11,11,4,2,3,1,600,1,4,1,1,4,582,1,Training
9,11,12,4,2,3,1,600,1,1,4,1,1,495,1,Training
9,11,13,4,2,3,1,600,1,3,3,1,3,312,1,Training
9,11,14,4,2,3,1,600,1,2,1,0,2,497,1,Training
9,11,15,4,2,3,1,600,1,3,3,1,3,457,1,Training
9,11,16,4,2,3,1,600,1,1,4,1,1,578,1,Training
9,11,17,4,2,3,1,600,1,2,2,1,4,412,0,Training
9,11,18,4,2,3,1,600,1,4,1,1,4,579,1,Training
9,11,19,4,2,3,1,600,1,1,4,1,1,460,1,Training
9,11,20,4,2,3,1,600,1,3,3,1,3,405,1,Training
9,12,1,4,2,3,1,600,1,3,3,1,3,384,1,Training
9,12,2,4,2,3,1,600,1,2,2,1,2,489,1,Training
9,12,3,4,2,3,1,600,1,3,3,1,3,338,1,Training
9,12,4,4,2,3,1,600,1,1,4,1,1,427,1,Training
9,12,5,4,2,3,1,600,1,3,3,1,3,388,1,Training
9,12,6,4,2,3,1,600,1,4,1,1,4,460,1,Training
9,12,7,4,2,3,1,600,1,2,2,1,2,438,1,Training
9,12,8,4,2,3,1,600,1,4,1,1,4,766,1,Training
9,12,9,4,2,3,1,600,1,2,2,1,1,438,0,Training
9,12,10,4,2,3,1,600,1,4,4,0,4,575,1,Training
9,12,11,4,2,3,1,600,1,4,1,1,4,535,1,Training
9,12,12,4,2,3,1,600,1,2,2,1,2,352,1,Training
9,12,13,4,2,3,1,600,1,3,3,1,3,393,1,Training
9,12,14,4,2,3,1,600,1,4,1,1,4,513,1,Training
9,12,15,4,2,3,1,600,1,3,3,1,3,393,1,Training
9,12,16,4,2,3,1,600,1,2,2,1,2,386,1,Training
9,12,17,4,2,3,1,600,1,2,3,0,2,506,1,Training
9,12,18,4,2,3,1,600,1,1,4,1,1,547,1,Training
9,12,19,4,2,3,1,600,1,4,1,1,4,428,1,Training
9,12,20,4,2,3,1,600,1,3,3,1,3,388,1,Training
9,13,1,4,2,3,1,600,1,4,1,1,4,1201,1,Training
9,13,2,4,2,3,1,600,1,2,3,0,1,602,0,Training
9,13,3,4,2,3,1,600,1,2,2,1,2,467,1,Training
9,13,4,4,2,3,1,600,1,3,3,1,3,475,1,Training
9,13,5,4,2,3,1,600,1,1,4,1,1,500,1,Training
9,13,6,4,2,3,1,600,1,3,3,1,3,301,1,Training
9,13,7,4,2,3,1,600,1,2,2,1,2,502,1,Training
9,13,8,4,2,3,1,600,1,1,4,1,3,415,0,Training
9,13,9,4,2,3,1,600,1,3,3,1,3,359,1,Training
9,13,10,4,2,3,1,600,1,4,1,1,4,416,1,Training
9,13,11,4,2,3,1,600,1,3,3,1,3,441,1,Training
9,13,12,4,2,3,1,600,1,3,3,1,3,466,1,Training
9,13,13,4,2,3,1,600,1,3,3,1,3,378,1,Training
9,13,14,4,2,3,1,600,1,4,1,1,3,402,0,Training
9,13,15,4,2,3,1,600,1,2,2,1,2,491,1,Training
9,13,16,4,2,3,1,600,1,2,2,1,2,596,1,Training
9,13,17,4,2,3,1,600,1,1,2,0,3,413,0,Training
9,13,18,4,2,3,1,600,1,3,3,1,3,340,1,Training
9,13,19,4,2,3,1,600,1,4,1,1,4,461,1,Training
9,13,20,4,2,3,1,600,1,2,2,1,4,374,0,Training
9,14,1,4,2,3,1,600,1,3,3,1,3,416,1,Training
9,14,2,4,2,3,1,600,1,3,4,0,3,473,1,Training
9,14,3,4,2,3,1,600,1,3,3,1,3,402,1,Training
9,14,4,4,2,3,1,600,1,4,1,1,4,443,1,Training
9,14,5,4,2,3,1,600,1,1,1,0,1,452,1,Training
9,14,6,4,2,3,1,600,1,4,1,1,4,588,1,Training
9,14,7,4,2,3,1,600,1,3,3,1,3,437,1,Training
9,14,8,4,2,3,1,600,1,2,2,1,2,445,1,Training
9,14,9,4,2,3,1,600,1,3,1,0,2,422,0,Training
9,14,10,4,2,3,1,600,1,3,1,0,3,431,1,Training
9,14,11,4,2,3,1,600,1,1,4,1,1,504,1,Training
9,14,12,4,2,3,1,600,1,4,1,1,4,369,1,Training
9,14,13,4,2,3,1,600,1,4,1,1,4,361,1,Training
9,14,14,4,2,3,1,600,1,4,1,1,4,354,1,Training
9,14,15,4,2,3,1,600,1,1,4,1,3,442,0,Training
9,14,16,4,2,3,1,600,1,1,4,1,1,499,1,Training
9,14,17,4,2,3,1,600,1,1,4,1,1,380,1,Training
9,14,18,4,2,3,1,600,1,1,4,1,1,357,1,Training
9,14,19,4,2,3,1,600,1,2,2,1,2,413,1,Training
9,14,20,4,2,3,1,600,1,3,3,1,3,406,1,Training
9,15,1,4,2,3,1,600,1,1,4,1,2,657,0,Training
9,15,2,4,2,3,1,600,1,2,2,1,2,586,1,Training
9,15,3,4,2,3,1,600,1,1,4,1,3,339,0,Training
9,15,4,4,2,3,1,600,1,1,4,1,1,347,1,Training
9,15,5,4,2,3,1,600,1,2,2,1,2,356,1,Training
9,15,6,4,2,3,1,600,1,2,2,1,2,540,1,Training
9,15,7,4,2,3,1,600,1,2,2,1,2,437,1,Training
9,15,8,4,2,3,1,600,1,2,2,1,2,398,1,Training
9,15,9,4,2,3,1,600,1,2,2,1,2,359,1,Training
9,15,10,4,2,3,1,600,1,4,1,1,4,496,1,Training
9,15,11,4,2,3,1,600,1,4,1,1,4,297,1,Training
9,15,12,4,2,3,1,600,1,1,4,1,3,417,0,Training
9,15,13,4,2,3,1,600,1,2,3,0,2,537,1,Training
9,15,14,4,2,3,1,600,1,3,3,1,4,562,0,Training
9,15,15,4,2,3,1,600,1,4,1,1,4,539,1,Training
9,15,16,4,2,3,1,600,1,2,2,1,2,644,1,Training
9,15,17,4,2,3,1,600,1,1,4,1,1,349,1,Training
9,15,18,4,2,3,1,600,1,4,1,1,4,486,1,Training
9,15,19,4,2,3,1,600,1,3,3,1,3,415,1,Training
9,15,20,4,2,3,1,600,1,3,3,1,3,391,1,Training
9,16,1,4,2,3,1,600,1,3,3,1,3,369,1,Training
9,16,2,4,2,3,1,600,1,3,3,1,3,329,1,Training
9,16,3,4,2,3,1,600,1,2,2,1,2,450,1,Training
9,16,4,4,2,3,1,600,1,4,1,1,4,475,1,Training
9,16,5,4,2,3,1,600,1,2,2,1,2,532,1,Training
9,16,6,4,2,3,1,600,1,4,1,1,4,477,1,Training
9,16,7,4,2,3,1,600,1,3,3,1,3,437,1,Training
9,16,8,4,2,3,1,600,1,4,1,1,4,445,1,Training
9,16,9,4,2,3,1,600,1,1,4,1,1,646,1,Training
9,16,10,4,2,3,1,600,1,4,2,0,4,446,1,Training
9,16,11,4,2,3,1,600,1,2,2,1,2,439,1,Training
9,16,12,4,2,3,1,600,1,4,1,1,4,464,1,Training
9,16,13,4,2,3,1,600,1,4,1,1,4,377,1,Training
9,16,14,4,2,3,1,600,1,4,1,1,4,353,1,Training
9,16,15,4,2,3,1,600,1,4,1,1,4,346,1,Training
9,16,16,4,2,3,1,600,1,1,4,1,1,483,1,Training
9,16,17,4,2,3,1,600,1,1,4,1,1,380,1,Training
9,16,18,4,2,3,1,600,1,3,4,0,3,485,1,Training
9,16,19,4,2,3,1,600,1,3,3,1,3,349,1,Training
9,16,20,4,2,3,1,600,1,1,4,1,1,518,1,Training
9,17,1,4,2,3,1,600,1,3,3,1,3,745,1,Skill
9,17,2,4,2,3,1,600,1,2,3,0,3,-64,0,Skill
9,17,3,4,2,3,1,600,1,4,3,0,4,456,1,Skill
9,17,4,4,2,3,1,600,1,2,3,0,2,447,1,Skill
9,17,5,4,2,3,1,600,1,1,1,0,1,550,1,Skill
9,17,6,4,2,3,1,600,1,2,2,1,2,383,1,Skill
9,17,7,4,2,3,1,600,1,2,3,0,2,375,1,Skill
9,17,8,4,2,3,1,600,1,3,3,1,3,430,1,Skill
9,17,9,4,2,3,1,600,1,1,4,1,1,437,1,Skill
9,17,10,4,2,3,1,600,1,3,1,0,3,526,1,Skill
9,17,11,4,2,3,1,600,1,3,2,0,3,407,1,Skill
9,17,12,4,2,3,1,600,1,3,2,0,3,365,1,Skill
9,17,13,4,2,3,1,600,1,3,4,0,3,405,1,Skill
9,17,14,4,2,3,1,600,1,2,4,0,2,397,1,Skill
9,17,15,4,2,3,1,600,1,1,1,0,1,486,1,Skill
9,17,16,4,2,3,1,600,1,1,4,1,1,415,1,Skill
9,17,17,4,2,3,1,600,1,4,4,0,4,535,1,Skill
9,17,18,4,2,3,1,600,1,3,1,0,3,448,1,Skill
9,17,19,4,2,3,1,600,1,3,1,0,3,361,1,Skill
9,17,20,4,2,3,1,600,1,2,4,0,2,369,1,Skill
9,18,1,4,2,3,1,600,1,2,4,0,2,441,1,Skill
9,18,2,4,2,3,1,600,1,4,4,0,4,369,1,Skill
9,18,3,4,2,3,1,600,1,4,1,1,4,426,1,Skill
9,18,4,4,2,3,1,600,1,4,2,0,4,354,1,Skill
9,18,5,4,2,3,1,600,1,4,4,0,4,314,1,Skill
9,18,6,4,2,3,1,600,1,3,3,1,3,419,1,Skill
9,18,7,4,2,3,1,600,1,3,2,0,3,297,1,Skill
9,18,8,4,2,3,1,600,1,3,1,0,3,241,1,Skill
9,18,9,4,2,3,1,600,1,2,3,0,2,413,1,Skill
9,18,10,4,2,3,1,600,1,4,3,0,4,433,1,Skill
9,18,11,4,2,3,1,600,1,4,4,0,4,412,1,Skill
9,18,12,4,2,3,1,600,1,1,4,1,3,369,0,Skill
9,18,13,4,2,3,1,600,1,2,2,1,2,458,1,Skill
9,18,14,4,2,3,1,600,1,2,2,1,2,369,1,Skill
9,18,15,4,2,3,1,600,1,1,3,0,1,297,1,Skill
9,18,16,4,2,3,1,600,1,2,2,1,2,384,1,Skill
9,18,17,4,2,3,1,600,1,2,4,0,2,360,1,Skill
9,18,18,4,2,3,1,600,1,3,3,1,3,529,1,Skill
9,18,19,4,2,3,1,600,1,3,2,0,3,377,1,Skill
9,18,20,4,2,3,1,600,1,4,2,0,4,400,1,Skill
9,19,1,4,2,3,1,600,1,4,4,0,4,412,1,Skill
9,19,2,4,2,3,1,600,1,1,3,0,3,466,0,Skill
9,19,3,4,2,3,1,600,1,3,2,0,3,297,1,Skill
9,19,4,4,2,3,1,600,1,4,3,0,4,384,1,Skill
9,19,5,4,2,3,1,600,1,1,4,1,1,344,1,Skill
9,19,6,4,2,3,1,600,1,1,4,1,1,336,1,Skill
9,19,7,4,2,3,1,600,1,2,1,0,2,521,1,Skill
9,19,8,4,2,3,1,600,1,3,4,0,3,514,1,Skill
9,19,9,4,2,3,1,600,1,2,4,0,2,442,1,Skill
9,19,10,4,2,3,1,600,1,4,4,0,4,435,1,Skill
9,19,11,4,2,3,1,600,1,1,1,0,1,394,1,Skill
9,19,12,4,2,3,1,600,1,1,4,1,1,403,1,Skill
9,19,13,4,2,3,1,600,1,4,1,1,4,476,1,Skill
9,19,14,4,2,3,1,600,1,1,1,0,2,500,0,Skill
9,19,15,4,2,3,1,600,1,2,1,0,2,397,1,Skill
9,19,16,4,2,3,1,600,1,4,4,0,4,469,1,Skill
9,19,17,4,2,3,1,600,1,4,4,0,4,382,1,Skill
9,19,18,4,2,3,1,600,1,1,4,1,1,455,1,Skill
9,19,19,4,2,3,1,600,1,1,3,0,1,431,1,Skill
9,19,20,4,2,3,1,600,1,2,1,0,2,582,1,Skill
9,20,1,4,2,3,1,600,1,4,3,0,4,633,1,Skill
9,20,2,4,2,3,1,600,1,3,1,0,3,368,1,Skill
9,20,3,4,2,3,1,600,1,3,2,0,3,440,1,Skill
9,20,4,4,2,3,1,600,1,4,3,0,4,368,1,Skill
9,20,5,4,2,3,1,600,1,2,4,0,2,391,1,Skill
9,20,6,4,2,3,1,600,1,4,4,0,4,640,1,Skill
9,20,7,4,2,3,1,600,1,2,1,0,2,412,1,Skill
9,20,8,4,2,3,1,600,1,4,4,0,4,402,1,Skill
9,20,9,4,2,3,1,600,1,4,1,1,4,554,1,Skill
9,20,10,4,2,3,1,600,1,1,3,0,1,482,1,Skill
9,20,11,4,2,3,1,600,1,3,1,0,3,412,1,Skill
9,20,12,4,2,3,1,600,1,3,1,0,3,418,1,Skill
9,20,13,4,2,3,1,600,1,4,3,0,4,395,1,Skill
9,20,14,4,2,3,1,600,1,1,3,0,1,451,1,Skill
9,20,15,4,2,3,1,600,1,1,1,0,1,442,1,Skill
9,20,16,4,2,3,1,600,1,1,1,0,1,387,1,Skill
9,20,17,4,2,3,1,600,1,3,3,1,3,507,1,Skill
9,20,18,4,2,3,1,600,1,1,1,0,1,371,1,Skill
9,20,19,4,2,3,1,600,1,4,4,0,4,428,1,Skill
9,20,20,4,2,3,1,600,1,4,1,1,4,373,1,Skill
9,21,1,4,2,3,1,600,1,1,4,1,1,425,1,Skill
9,21,2,4,2,3,1,600,1,4,2,0,4,402,1,Skill
9,21,3,4,2,3,1,600,1,3,3,1,3,489,1,Skill
9,21,4,4,2,3,1,600,1,3,2,0,3,352,1,Skill
9,21,5,4,2,3,1,600,1,4,3,0,4,407,1,Skill
9,21,6,4,2,3,1,600,1,3,1,0,3,335,1,Skill
9,21,7,4,2,3,1,600,1,3,4,0,3,328,1,Skill
9,21,8,4,2,3,1,600,1,3,4,0,3,304,1,Skill
9,21,9,4,2,3,1,600,1,3,2,0,3,345,1,Skill
9,21,10,4,2,3,1,600,1,3,2,0,3,305,1,Skill
9,21,11,4,2,3,1,600,1,2,3,0,2,440,1,Skill
9,21,12,4,2,3,1,600,1,1,4,1,1,400,1,Skill
9,21,13,4,2,3,1,600,1,3,4,0,3,2681,1,Skill
9,21,14,4,2,3,1,600,1,4,3,0,4,421,1,Skill
9,21,15,4,2,3,1,600,1,3,3,1,3,460,1,Skill
9,21,16,4,2,3,1,600,1,3,2,0,3,420,1,Skill
9,21,17,4,2,3,1,600,1,3,2,0,3,363,1,Skill
9,21,18,4,2,3,1,600,1,2,3,0,2,483,1,Skill
9,21,19,4,2,3,1,600,1,4,2,0,4,522,1,Skill
