sid,Block,Trial,Condition,Digit,Picture,Response,Correct_Response,Accuracy,RT
6,8,48,3,2,3,X,X,C,837
6,8,49,3,5,2,",",",",C,962
6,8,50,3,1,1,Z,Z,C,706
6,9,1,3,6,4,.,.,C,907
6,9,2,3,6,4,.,.,C,482
6,9,3,3,2,3,X,X,C,850
6,9,4,3,6,4,.,.,C,527
6,9,5,3,6,4,.,.,C,463
6,9,6,3,6,4,.,.,C,418
6,9,7,3,6,4,.,.,C,402
6,9,8,3,4,5,M,M,C,594
6,9,9,3,2,3,X,X,C,738
6,9,10,3,6,4,.,.,C,674
6,9,11,3,4,5,M,M,C,626
6,9,12,3,6,4,.,.,C,578
6,9,13,3,1,1,Z,Z,C,658
6,9,14,3,2,3,X,X,C,1234
6,9,15,3,2,3,X,X,C,562
6,9,16,3,2,3,X,X,C,402
6,9,17,3,2,3,X,X,C,530
6,9,18,3,2,3,X,X,C,405
6,9,19,3,5,2,",",",",C,786
6,9,20,3,5,2,",",",",C,434
6,9,21,3,3,6,C,C,C,946
6,9,22,3,6,4,.,.,C,658
6,9,23,3,1,1,Z,Z,C,610
6,9,24,3,1,1,Z,Z,C,754
6,9,25,3,3,6,C,C,C,751
6,9,26,3,5,2,",",",",C,1215
6,9,27,3,3,6,C,C,C,754
6,9,28,3,6,4,.,.,C,622
6,9,29,3,3,6,C,C,C,594
6,9,30,3,4,5,M,M,C,642
6,9,31,3,2,3,X,X,C,946
6,9,32,3,2,3,X,X,C,450
6,9,33,3,5,2,",",",",C,639
6,9,34,3,1,1,Z,Z,C,706
6,9,35,3,6,4,.,.,C,1122
6,9,36,3,1,1,Z,Z,C,754
6,9,37,3,5,2,",",",",C,720
6,9,38,3,5,2,",",",",C,530
6,9,39,3,3,6,C,C,C,994
6,9,40,3,1,1,Z,Z,C,658
6,9,41,3,3,6,C,C,C,962
6,9,42,3,2,3,X,X,C,690
6,9,43,3,5,2,",",",",C,626
6,9,44,3,6,4,.,.,C,802
6,9,45,3,2,3,X,X,C,1058
6,9,46,3,3,6,C,C,C,706
6,9,47,3,4,5,M,M,C,671
6,9,48,3,2,3,X,X,C,658
6,9,49,3,2,3,X,X,C,450
6,9,50,3,2,3,X,X,C,450
6,10,1,3,4,5,M,M,C,618
6,10,2,3,5,2,",",",",C,1058
6,10,3,3,5,2,",",",",C,482
6,10,4,3,4,5,M,M,C,514
6,10,5,3,4,5,M,M,C,495
6,10,6,3,4,5,M,M,C,386
6,10,7,3,1,1,C,Z,I,654
6,10,8,3,4,5,M,M,C,658
6,10,9,3,4,5,M,M,C,482
6,10,10,3,1,1,Z,Z,C,799
6,10,11,3,3,6,C,C,C,882
6,10,12,3,1,1,Z,Z,C,882
6,10,13,3,6,4,.,.,C,914
6,10,14,3,1,1,Z,Z,C,896
6,10,15,3,5,2,",",",",C,866
6,10,16,3,1,1,Z,Z,C,923
6,10,17,3,4,5,M,M,C,834
6,10,18,3,3,6,C,C,C,1090
6,10,19,3,3,6,C,C,C,802
6,10,20,3,6,4,.,.,C,642
6,10,21,3,1,1,Z,Z,C,914
6,10,22,3,6,4,.,.,C,802
6,10,23,3,5,2,",",",",C,882
6,10,24,3,6,4,.,.,C,898
6,10,25,3,1,1,Z,Z,C,702
6,10,26,3,1,1,Z,Z,C,514
6,10,27,3,3,6,C,C,C,798
6,10,28,3,3,6,C,C,C,434
6,10,29,3,6,4,.,.,C,578
6,10,30,3,3,6,C,C,C,786
6,10,31,3,5,2,",",",",C,706
6,10,32,3,4,5,M,M,C,578
6,10,33,3,3,6,C,C,C,753
6,10,34,3,4,5,M,M,C,578
6,10,35,3,4,5,M,M,C,482
6,10,36,3,4,5,M,M,C,370
6,10,37,3,4,5,M,M,C,322
6,10,38,3,3,6,C,C,C,670
6,10,39,3,6,4,.,.,C,686
6,10,40,3,6,4,.,.,C,514
6,10,41,3,3,6,C,C,C,882
6,10,42,3,6,4,.,.,C,770
6,10,43,3,6,4,.,.,C,462
6,10,44,3,5,2,",",",",C,818
6,10,45,3,3,6,C,C,C,818
6,10,46,3,4,5,M,M,C,642
6,10,47,3,5,2,",",",",C,610
6,10,48,3,1,1,Z,Z,C,722
6,10,49,3,4,5,M,M,C,639
6,10,50,3,3,6,C,C,C,770
6,11,1,3,4,5,M,M,C,651
6,11,2,3,3,6,C,C,C,1009
6,11,3,3,2,3,X,X,C,658
6,11,4,3,6,4,.,.,C,834
6,11,5,3,2,3,X,X,C,1058
6,11,6,3,3,6,C,C,C,866
6,11,7,3,3,6,C,C,C,562
6,11,8,3,2,3,X,X,C,655
6,11,9,3,2,3,X,X,C,434
6,11,10,3,6,4,.,.,C,818
6,11,11,3,5,2,",",",",C,735
6,11,12,3,5,2,",",",",C,642
6,11,13,3,5,2,",",",",C,354
6,11,14,3,5,2,",",",",C,466
6,11,15,3,4,5,M,M,C,562
6,11,16,3,5,2,",",",",C,511
6,11,17,3,4,5,M,M,C,530
6,11,18,3,4,5,M,M,C,514
6,11,19,3,3,6,.,C,I,562
6,11,20,3,4,5,M,M,C,555
6,11,21,3,6,4,.,.,C,990
6,11,22,3,2,3,X,X,C,946
6,11,23,3,6,4,.,.,C,1506
6,11,24,3,5,2,",",",",C,754
6,11,25,3,6,4,.,.,C,622
6,11,26,3,3,6,C,C,C,690
6,11,27,3,3,6,C,C,C,478
6,11,28,3,6,4,.,.,C,609
6,11,29,3,5,2,",",",",C,578
6,11,30,3,2,3,X,X,C,658
6,11,31,3,5,2,",",",",C,530
6,11,32,3,4,5,M,M,C,610
6,11,33,3,4,5,M,M,C,562
6,11,34,3,5,2,",",",",C,767
6,11,35,3,5,2,",",",",C,610
6,11,36,3,4,5,M,M,C,498
6,11,37,3,6,4,.,.,C,994
6,11,38,3,5,2,",",",",C,626
6,11,39,3,6,4,.,.,C,530
6,11,40,3,6,4,.,.,C,418
6,11,41,3,1,1,Z,Z,C,1010
6,11,42,3,4,5,M,M,C,546
6,11,43,3,1,1,Z,Z,C,574
6,11,44,3,4,5,M,M,C,914
6,11,45,3,2,3,X,X,C,754
6,11,46,3,5,2,",",",",C,674
6,11,47,3,2,3,",",X,I,530
6,11,48,3,6,4,.,.,C,1249
6,11,49,3,6,4,.,.,C,434
6,11,50,3,4,5,M,M,C,593
6,12,1,3,6,4,.,.,C,1063
6,12,2,3,2,3,X,X,C,786
6,12,3,3,6,4,.,.,C,578
6,12,4,3,4,5,M,M,C,530
6,12,5,3,2,3,X,X,C,946
6,12,6,3,3,6,C,C,C,898
6,12,7,3,2,3,X,X,C,578
6,12,8,3,5,2,",",",",C,610
6,12,9,3,4,5,M,M,C,544
6,12,10,3,6,4,.,.,C,878
6,12,11,3,5,2,",",",",C,770
6,12,12,3,2,3,X,X,C,626
6,12,13,3,4,5,M,M,C,514
6,12,14,3,3,6,C,C,C,770
6,12,15,3,4,5,M,M,C,466
6,12,16,3,6,4,.,.,C,1410
6,12,17,3,1,1,Z,Z,C,690
6,12,18,3,3,6,C,C,C,834
6,12,19,3,4,5,M,M,C,498
6,12,20,3,3,6,C,C,C,1166
6,12,21,3,1,1,Z,Z,C,625
6,12,22,3,3,6,C,C,C,594
6,12,23,3,2,3,X,X,C,946
6,12,24,3,3,6,C,C,C,591
6,12,25,3,2,3,X,X,C,610
6,12,26,3,3,6,C,C,C,594
6,12,27,3,1,1,Z,Z,C,754
6,12,28,3,6,4,.,.,C,770
6,12,29,3,3,6,C,C,C,578
6,12,30,3,4,5,M,M,C,626
6,12,31,3,2,3,X,X,C,671
6,12,32,3,1,1,Z,Z,C,610
6,12,33,3,4,5,M,M,C,642
6,12,34,3,2,3,X,X,C,578
6,12,35,3,6,4,.,.,C,994
6,12,36,3,3,6,C,C,C,994
6,12,37,3,4,5,M,M,C,642
6,12,38,3,2,3,X,X,C,594
6,12,39,3,2,3,X,X,C,466
6,12,40,3,4,5,M,M,C,591
6,12,41,3,4,5,M,M,C,466
6,12,42,3,5,2,X,",",I,738
6,12,43,3,3,6,C,C,C,926
6,12,44,3,6,4,.,.,C,722
6,12,45,3,1,1,Z,Z,C,994
6,12,46,3,3,6,C,C,C,766
6,12,47,3,2,3,X,X,C,594
6,12,48,3,5,2,",",",",C,514
6,12,49,3,1,1,M,Z,I,594
6,12,50,3,5,2,",",",",C,866
6,13,1,3,2,3,X,X,C,698
6,13,2,3,5,2,",",",",C,593
6,13,3,3,5,2,",",",",C,498
6,13,4,3,4,5,M,M,C,674
6,13,5,3,2,3,X,X,C,866
6,13,6,3,1,1,Z,Z,C,754
6,13,7,3,2,3,X,X,C,530
6,13,8,3,5,2,",",",",C,546
6,13,9,3,1,1,Z,Z,C,786
6,13,10,3,5,2,",",",",C,706
6,13,11,3,3,6,C,C,C,606
6,13,12,3,2,3,X,X,C,591
6,13,13,3,6,4,.,.,C,850
6,13,14,3,2,3,X,X,C,642
6,13,15,3,3,6,C,C,C,722
6,13,16,3,5,2,",",",",C,642
6,13,17,3,5,2,",",",",C,418
6,13,18,3,6,4,.,.,C,914
6,13,19,3,6,4,.,.,C,415
6,13,20,3,6,4,.,.,C,402
6,13,21,3,1,1,Z,Z,C,802
6,13,22,3,4,5,M,M,C,626
6,13,23,3,1,1,Z,Z,C,850
6,13,24,3,4,5,M,M,C,530
6,13,25,3,5,2,",",",",C,1294
6,13,26,3,5,2,",",",",C,482
6,13,27,3,2,3,X,X,C,546
6,13,28,3,2,3,X,X,C,418
6,13,29,3,5,2,",",",",C,594
6,13,30,3,5,2,",",",",C,514
6,13,31,3,3,6,C,C,C,958
6,13,32,3,5,2,",",",",C,546
6,13,33,3,4,5,M,M,C,658
6,13,34,3,5,2,",",",",C,706
6,13,35,3,1,1,Z,Z,C,770
6,13,36,3,4,5,M,M,C,626
6,13,37,3,3,6,C,C,C,802
6,13,38,3,3,6,C,C,C,434
6,13,39,3,3,6,C,C,C,437
6,13,40,3,3,6,C,C,C,386
6,13,41,3,3,6,C,C,C,402
6,13,42,3,2,3,X,X,C,754
6,13,43,3,2,3,X,X,C,434
6,13,44,3,2,3,X,X,C,370
6,13,45,3,1,1,Z,Z,C,738
6,13,46,3,3,6,C,C,C,686
6,13,47,3,4,5,M,M,C,642
6,13,48,3,5,2,",",",",C,658
6,13,49,3,3,6,C,C,C,670
6,13,50,3,3,6,C,C,C,402
6,14,1,3,5,2,",",",",C,683
6,14,2,3,5,2,",",",",C,417
6,14,3,3,3,6,C,C,C,878
6,14,4,3,5,2,",",",",C,610
6,14,5,3,4,5,M,M,C,526
6,14,6,3,2,3,X,X,C,786
6,14,7,3,6,4,.,.,C,1106
6,14,8,3,6,4,.,.,C,562
6,14,9,3,4,5,M,M,C,578
6,14,10,3,3,6,C,C,C,722
6,14,11,3,5,2,",",",",C,606
6,14,12,3,6,4,.,.,C,626
6,14,13,3,4,5,M,M,C,514
6,14,14,3,1,1,Z,Z,C,658
6,14,15,3,4,5,M,M,C,594
6,14,16,3,6,4,.,.,C,530
6,14,17,3,3,6,C,C,C,610
6,14,18,3,1,1,Z,Z,C,610
6,14,19,3,2,3,X,X,C,802
6,14,20,3,2,3,X,X,C,610
6,14,21,3,4,5,M,M,C,514
6,14,22,3,4,5,M,M,C,510
6,14,23,3,4,5,M,M,C,453
6,14,24,3,5,2,",",",",C,578
6,14,25,3,2,3,X,X,C,642
6,14,26,3,4,5,M,M,C,530
6,14,27,3,3,6,C,C,C,642
6,14,28,3,5,2,",",",",C,594
6,14,29,3,1,1,Z,Z,C,706
6,14,30,3,2,3,X,X,C,626
6,14,31,3,4,5,M,M,C,607
6,14,32,3,1,1,Z,Z,C,770
6,14,33,3,1,1,Z,Z,C,482
6,14,34,3,3,6,C,C,C,751
6,14,35,3,4,5,M,M,C,562
6,14,36,3,4,5,M,M,C,562
6,14,37,3,1,1,Z,Z,C,1186
6,14,38,3,5,2,",",",",C,786
6,14,39,3,3,6,C,C,C,687
6,14,40,3,6,4,.,.,C,658
6,14,41,3,6,4,.,.,C,466
6,14,42,3,2,3,X,X,C,754
6,14,43,3,4,5,M,M,C,626
6,14,44,3,6,4,.,.,C,1378
6,14,45,3,2,3,X,X,C,594
6,14,46,3,6,4,.,.,C,626
6,14,47,3,2,3,X,X,C,671
6,14,48,3,4,5,M,M,C,642
6,14,49,3,5,2,X,",",I,770
6,14,50,3,6,4,.,.,C,846
6,15,1,3,1,1,Z,Z,C,856
6,15,2,3,2,3,X,X,C,625
6,15,3,3,2,3,X,X,C,514
6,15,4,3,1,1,Z,Z,C,674
6,15,5,3,6,4,.,.,C,626
6,15,6,3,5,2,",",",",C,642
6,15,7,3,3,6,C,C,C,754
6,15,8,3,2,3,X,X,C,690
6,15,9,3,2,3,X,X,C,434
6,15,10,3,5,2,",",",",C,754
6,15,11,3,4,5,C,M,I,642
6,15,12,3,2,3,X,X,C,642
6,15,13,3,3,6,C,C,C,1074
6,15,14,3,3,6,C,C,C,466
6,15,15,3,1,1,Z,Z,C,738
6,15,16,3,4,5,M,M,C,642
6,15,17,3,6,4,.,.,C,626
6,15,18,3,1,1,Z,Z,C,642
6,15,19,3,5,2,",",",",C,638
6,15,20,3,2,3,X,X,C,626
6,15,21,3,3,6,C,C,C,866
6,15,22,3,6,4,.,.,C,610
6,15,23,3,5,2,",",",",C,642
6,15,24,3,4,5,M,M,C,546
6,15,25,3,4,5,M,M,C,530
6,15,26,3,5,2,",",",",C,546
6,15,27,3,2,3,X,X,C,626
6,15,28,3,3,6,C,C,C,642
6,15,29,3,3,6,C,C,C,494
6,15,30,3,5,2,",",",",C,658
6,15,31,3,2,3,X,X,C,658
6,15,32,3,1,1,Z,Z,C,658
6,15,33,3,2,3,X,X,C,706
6,15,34,3,2,3,X,X,C,482
6,15,35,3,2,3,X,X,C,466
6,15,36,3,1,1,Z,Z,C,623
6,15,37,3,1,1,Z,Z,C,450
6,15,38,3,2,3,X,X,C,606
6,15,39,3,6,4,.,.,C,610
6,15,40,3,2,3,X,X,C,530
6,15,41,3,6,4,.,.,C,578
6,15,42,3,3,6,C,C,C,1170
6,15,43,3,3,6,C,C,C,434
6,15,44,3,1,1,Z,Z,C,546
6,15,45,3,5,2,",",",",C,738
6,15,46,3,3,6,C,C,C,674
6,15,47,3,5,2,",",",",C,703
6,15,48,3,3,6,C,C,C,770
6,15,49,3,6,4,.,.,C,626
6,15,50,3,1,1,Z,Z,C,530
59,1,1,2,2,4,X,X,C,3162
59,1,2,2,2,4,X,X,C,1794
59,1,3,2,2,4,X,X,C,2658
59,1,4,2,5,5,",",",",C,1186
59,1,5,2,1,1,Z,Z,C,802
59,1,6,2,1,1,Z,Z,C,642
59,1,7,2,2,4,X,X,C,658
59,1,8,2,6,2,.,.,C,706
59,1,9,2,2,4,X,X,C,631
59,1,10,2,1,1,Z,Z,C,578
59,1,11,2,5,5,",",",",C,1026
59,1,12,2,4,6,M,M,C,642
59,1,13,2,6,2,.,.,C,690
59,1,14,2,6,2,.,.,C,998
59,1,15,2,2,4,X,X,C,850
59,1,16,2,6,2,.,.,C,567
59,1,17,2,4,6,M,M,C,903
59,1,18,2,1,1,Z,Z,C,578
59,1,19,2,5,5,",",",",C,578
59,1,20,2,5,5,",",",",C,674
59,1,21,2,4,6,M,M,C,742
59,1,22,2,5,5,",",",",C,578
59,1,23,2,6,2,.,.,C,594
59,1,24,2,5,5,",",",",C,594
59,1,25,2,5,5,",",",",C,551
59,1,26,2,2,4,X,X,C,562
59,1,27,2,2,4,X,X,C,546
59,1,28,2,6,2,.,.,C,626
59,1,29,2,2,4,X,X,C,482
59,1,30,2,4,6,M,M,C,759
59,1,31,2,5,5,",",",",C,466
59,1,32,2,6,2,.,.,C,439
59,1,33,2,5,5,",",",",C,482
59,1,34,2,3,3,X,C,I,534
59,1,35,2,3,3,C,C,C,611
59,1,36,2,4,6,M,M,C,1106
59,1,37,2,6,2,.,.,C,510
59,1,38,2,5,5,",",",",C,504
59,1,39,2,3,3,C,C,C,610
59,1,40,2,3,3,C,C,C,482
59,1,41,2,4,6,M,M,C,574
59,1,42,2,3,3,C,C,C,670
59,1,43,2,4,6,M,M,C,706
59,1,44,2,6,2,.,.,C,594
59,1,45,2,1,1,Z,Z,C,574
59,1,46,2,5,5,",",",",C,738
59,1,47,2,1,1,Z,Z,C,962
59,1,48,2,1,1,Z,Z,C,647
59,1,49,2,3,3,C,C,C,615
59,1,50,2,3,3,C,C,C,487
59,2,1,2,6,2,.,.,C,731
59,2,2,2,4,6,M,M,C,606
59,2,3,2,6,2,.,.,C,450
59,2,4,2,1,1,Z,Z,C,658
59,2,5,2,6,2,.,.,C,487
59,2,6,2,6,2,.,.,C,434
59,2,7,2,4,6,M,M,C,610
59,2,8,2,2,4,X,X,C,498
59,2,9,2,4,6,M,M,C,706
59,2,10,2,4,6,M,M,C,466
59,2,11,2,2,4,X,X,C,594
59,2,12,2,2,4,X,X,C,498
59,2,13,2,3,3,C,C,C,530
59,2,14,2,3,3,C,C,C,450
59,2,15,2,2,4,X,X,C,494
59,2,16,2,4,6,C,M,I,594
59,2,17,2,6,2,.,.,C,647
59,2,18,2,3,3,C,C,C,519
59,2,19,2,3,3,C,C,C,478
59,2,20,2,6,2,.,.,C,590
59,2,21,2,4,6,M,M,C,594
59,2,22,2,1,1,Z,Z,C,578
59,2,23,2,5,5,",",",",C,482
59,2,24,2,5,5,",",",",C,558
59,2,25,2,1,1,Z,Z,C,526
59,2,26,2,2,4,X,X,C,502
59,2,27,2,4,6,M,M,C,498
59,2,28,2,5,5,",",",",C,530
59,2,29,2,3,3,C,C,C,578
59,2,30,2,5,5,",",",",C,514
59,2,31,2,4,6,C,M,I,583
59,2,32,2,3,3,C,C,C,567
59,2,33,2,3,3,C,C,C,562
59,2,34,2,2,4,X,X,C,562
59,2,35,2,4,6,M,M,C,530
59,2,36,2,4,6,M,M,C,486
59,2,37,2,2,4,X,X,C,530
59,2,38,2,2,4,X,X,C,546
59,2,39,2,2,4,X,X,C,466
59,2,40,2,3,3,C,C,C,531
59,2,41,2,2,4,X,X,C,498
59,2,42,2,3,3,C,C,C,531
59,2,43,2,5,5,",",",",C,578
59,2,44,2,3,3,C,C,C,674
59,2,45,2,4,6,M,M,C,594
59,2,46,2,6,2,.,.,C,594
59,2,47,2,5,5,",",",",C,590
59,2,48,2,1,1,Z,Z,C,627
59,2,49,2,6,2,.,.,C,558
59,2,50,2,1,1,Z,Z,C,402
59,3,1,2,6,2,.,.,C,574
59,3,2,2,1,1,Z,Z,C,466
59,3,3,2,4,6,M,M,C,690
59,3,4,2,6,2,.,.,C,510
59,3,5,2,3,3,C,C,C,546
59,3,6,2,4,6,M,M,C,546
59,3,7,2,3,3,C,C,C,594
59,3,8,2,1,1,Z,Z,C,546
59,3,9,2,6,2,.,.,C,514
59,3,10,2,5,5,",",",",C,450
59,3,11,2,1,1,Z,Z,C,502
59,3,12,2,1,1,Z,Z,C,430
59,3,13,2,3,3,C,C,C,850
59,3,14,2,3,3,C,C,C,582
59,3,15,2,4,6,M,M,C,418
59,3,16,2,3,3,C,C,C,514
59,3,17,2,6,2,.,.,C,450
59,3,18,2,3,3,C,C,C,503
59,3,19,2,4,6,M,M,C,428
59,3,20,2,6,2,.,.,C,418
59,3,21,2,2,4,X,X,C,592
59,3,22,2,2,4,X,X,C,454
59,3,23,2,3,3,C,C,C,526
59,3,24,2,1,1,Z,Z,C,562
59,3,25,2,1,1,Z,Z,C,514
59,3,26,2,2,4,X,X,C,525
59,3,27,2,6,2,.,.,C,567
59,3,28,2,4,6,M,M,C,450
59,3,29,2,2,4,X,X,C,498
59,3,30,2,6,2,.,.,C,446
59,3,31,2,3,3,C,C,C,498
59,3,32,2,6,2,.,.,C,482
59,3,33,2,5,5,",",",",C,402
59,3,34,2,3,3,C,C,C,546
59,3,35,2,5,5,",",",",C,546
59,3,36,2,1,1,Z,Z,C,483
59,3,37,2,5,5,",",",",C,482
59,3,38,2,2,4,X,X,C,462
59,3,39,2,6,2,.,.,C,466
59,3,40,2,6,2,.,.,C,391
59,3,41,2,2,4,X,X,C,478
59,3,42,2,4,6,M,M,C,562
59,3,43,2,4,6,M,M,C,430
59,3,44,2,6,2,.,.,C,402
59,3,45,2,3,3,C,C,C,542
59,3,46,2,3,3,C,C,C,418
59,3,47,2,3,3,C,C,C,434
59,3,48,2,5,5,",",",",C,466
59,3,49,2,3,3,C,C,C,402
59,3,50,2,6,2,.,.,C,590
59,4,1,2,4,6,M,M,C,719
59,4,2,2,5,5,",",",",C,402
59,4,3,2,6,2,.,.,C,338
59,4,4,2,6,2,.,.,C,407
59,4,5,2,2,4,X,X,C,382
59,4,6,2,1,1,Z,Z,C,412
59,4,7,2,6,2,.,.,C,418
59,4,8,2,1,1,Z,Z,C,454
59,4,9,2,5,5,",",",",C,434
59,4,10,2,2,4,X,X,C,514
59,4,11,2,3,3,C,C,C,466
59,4,12,2,5,5,",",",",C,471
59,4,13,2,6,2,.,.,C,418
59,4,14,2,5,5,",",",",C,438
59,4,15,2,3,3,C,C,C,578
59,4,16,2,3,3,C,C,C,407
59,4,17,2,6,2,.,.,C,482
59,4,18,2,4,6,M,M,C,726
59,4,19,2,2,4,X,X,C,498
59,4,20,2,5,5,",",",",C,418
59,4,21,2,5,5,",",",",C,402
59,4,22,2,2,4,X,X,C,454
59,4,23,2,2,4,X,X,C,430
59,4,24,2,6,2,.,.,C,642
59,4,25,2,4,6,M,M,C,498
59,4,26,2,4,6,M,M,C,434
59,4,27,2,5,5,",",",",C,354
59,4,28,2,6,2,.,.,C,478
59,4,29,2,2,4,X,X,C,466
59,4,30,2,4,6,M,M,C,626
59,4,31,2,4,6,M,M,C,466
59,4,32,2,1,1,Z,Z,C,466
59,4,33,2,6,2,.,.,C,546
59,4,34,2,6,2,.,.,C,466
59,4,35,2,5,5,",",",",C,498
59,4,36,2,5,5,",",",",C,483
59,4,37,2,6,2,.,.,C,467
59,4,38,2,5,5,",",",",C,402
59,4,39,2,3,3,M,C,I,622
59,4,40,2,6,2,.,.,C,455
59,4,41,2,1,1,Z,Z,C,451
59,4,42,2,2,4,X,X,C,482
59,4,43,2,3,3,C,C,C,493
59,4,44,2,4,6,M,M,C,455
59,4,45,2,2,4,X,X,C,546
59,4,46,2,5,5,",",",",C,436
59,4,47,2,3,3,C,C,C,606
59,4,48,2,1,1,Z,Z,C,610
59,4,49,2,6,2,.,.,C,494
59,4,50,2,2,4,X,X,C,482
59,5,1,2,2,4,X,X,C,462
59,5,2,2,5,5,",",",",C,434
59,5,3,2,5,5,",",",",C,403
59,5,4,2,5,5,",",",",C,402
59,5,5,2,2,4,X,X,C,434
59,5,6,2,4,6,M,M,C,434
59,5,7,2,5,5,",",",",C,455
59,5,8,2,6,2,.,.,C,401
59,5,9,2,2,4,X,X,C,530
59,5,10,2,1,1,Z,Z,C,387
59,5,11,2,1,1,Z,Z,C,434
59,5,12,2,3,3,C,C,C,535
59,5,13,2,4,6,",",M,I,498
59,5,14,2,5,5,",",",",C,466
59,5,15,2,2,4,X,X,C,514
59,5,16,2,3,3,C,C,C,482
59,5,17,2,1,1,Z,Z,C,402
59,5,18,2,6,2,.,.,C,414
59,5,19,2,4,6,M,M,C,542
59,5,20,2,6,2,.,.,C,658
59,5,21,2,1,1,Z,Z,C,531
59,5,22,2,3,3,C,C,C,579
59,5,23,2,2,4,X,X,C,498
59,5,24,2,3,3,C,C,C,563
59,5,25,2,6,2,.,.,C,487
59,5,26,2,5,5,",",",",C,478
59,5,27,2,6,2,.,.,C,530
59,5,28,2,5,5,",",",",C,386
59,5,29,2,1,1,Z,Z,C,654
59,5,30,2,6,2,.,.,C,450
59,5,31,2,1,1,C,Z,I,514
59,5,32,2,2,4,Z,X,I,102
59,5,33,2,3,3,C,C,C,626
59,5,34,2,1,1,Z,Z,C,418
59,5,35,2,3,3,C,C,C,418
59,5,36,2,6,2,.,.,C,450
59,5,37,2,4,6,M,M,C,514
59,5,38,2,4,6,M,M,C,470
59,5,39,2,5,5,",",",",C,386
59,5,40,2,6,2,.,.,C,351
59,5,41,2,6,2,.,.,C,519
59,5,42,2,3,3,C,C,C,610
59,5,43,2,1,1,Z,Z,C,462
59,5,44,2,1,1,Z,Z,C,418
59,5,45,2,6,2,.,.,C,338
59,5,46,2,4,6,M,M,C,530
59,5,47,2,2,4,X,X,C,530
59,5,48,2,2,4,X,X,C,478
59,5,49,2,3,3,C,C,C,466
59,5,50,2,6,2,.,.,C,482
59,6,1,2,2,4,X,X,C,458
59,6,2,2,6,2,.,.,C,423
59,6,3,2,3,3,X,C,I,482
59,6,4,2,4,6,M,M,C,503
59,6,5,2,2,4,X,X,C,491
59,6,6,2,5,5,",",",",C,446
59,6,7,2,1,1,Z,Z,C,466
59,6,8,2,4,6,M,M,C,614
59,6,9,2,4,6,M,M,C,466
59,6,10,2,1,1,Z,Z,C,450
59,6,11,2,5,5,",",",",C,434
59,6,12,2,6,2,.,.,C,311
59,6,13,2,1,1,Z,Z,C,386
59,6,14,2,5,5,",",",",C,434
59,6,15,2,5,5,",",",",C,414
59,6,16,2,3,3,C,C,C,562
59,6,17,2,5,5,",",",",C,438
59,6,18,2,2,4,X,X,C,550
59,6,19,2,4,6,M,M,C,510
59,6,20,2,2,4,X,X,C,546
59,6,21,2,2,4,X,X,C,433
59,6,22,2,4,6,M,M,C,414
59,6,23,2,4,6,M,M,C,530
59,6,24,2,6,2,.,.,C,514
59,6,25,2,3,3,C,C,C,508
59,6,26,2,5,5,",",",",C,414
59,6,27,2,6,2,.,.,C,434
59,6,28,2,3,3,C,C,C,498
59,6,29,2,3,3,C,C,C,434
59,6,30,2,4,6,M,M,C,498
59,6,31,2,6,2,.,.,C,562
59,6,32,2,6,2,.,.,C,510
59,6,33,2,2,4,",",X,I,518
59,6,34,2,3,3,C,C,C,519
59,6,35,2,4,6,",",M,I,462
59,6,36,2,6,2,.,.,C,430
59,6,37,2,4,6,M,M,C,434
59,6,38,2,3,3,C,C,C,562
59,6,39,2,4,6,.,M,I,419
59,6,40,2,3,3,C,C,C,530
59,6,41,2,6,2,.,.,C,451
59,6,42,2,3,3,C,C,C,610
59,6,43,2,6,2,.,.,C,451
59,6,44,2,5,5,",",",",C,387
59,6,45,2,6,2,.,.,C,467
59,6,46,2,3,3,C,C,C,446
59,6,47,2,1,1,Z,Z,C,574
59,6,48,2,6,2,.,.,C,466
59,6,49,2,1,1,Z,Z,C,494
59,6,50,2,2,4,X,X,C,606
59,7,1,2,6,2,.,.,C,443
59,7,2,2,5,5,",",",",C,354
59,7,3,2,6,2,.,.,C,462
59,7,4,2,2,4,X,X,C,519
59,7,5,2,1,1,Z,Z,C,391
59,7,6,2,1,1,Z,Z,C,467
59,7,7,2,3,3,C,C,C,558
59,7,8,2,2,4,X,X,C,450
59,7,9,2,2,4,X,X,C,482
59,7,10,2,6,2,.,.,C,507
59,7,11,2,4,6,C,M,I,563
59,7,12,2,2,4,X,X,C,471
59,7,13,2,3,3,C,C,C,539
59,7,14,2,1,1,Z,Z,C,466
59,7,15,2,5,5,",",",",C,530
59,7,16,2,6,2,.,.,C,355
59,7,17,2,2,4,X,X,C,530
59,7,18,2,3,3,C,C,C,626
59,7,19,2,5,5,",",",",C,423
59,7,20,2,3,3,C,C,C,642
59,7,21,2,4,6,M,M,C,418
59,7,22,2,3,3,C,C,C,562
59,7,23,2,5,5,",",",",C,462
59,7,24,2,1,1,Z,Z,C,482
59,7,25,2,6,2,.,.,C,462
59,7,26,2,2,4,X,X,C,466
59,7,27,2,6,2,.,.,C,462
59,7,28,2,5,5,",",",",C,434
59,7,29,2,3,3,C,C,C,510
59,7,30,2,5,5,",",",",C,466
59,7,31,2,2,4,X,X,C,510
59,7,32,2,3,3,C,C,C,640
59,7,33,2,5,5,",",",",C,466
59,7,34,2,5,5,",",",",C,482
59,7,35,2,3,3,C,C,C,514
