sid,Block,Trial,Condition,Digit,Picture,Response,Correct_Response,Accuracy,RT
36,6,36,3,3,4,C,C,C,786
36,6,37,3,1,3,Z,Z,C,466
36,6,38,3,2,5,X,X,C,738
36,6,39,3,5,6,",",",",C,594
36,6,40,3,6,1,.,.,C,546
36,6,41,3,5,6,",",",",C,545
36,6,42,3,2,5,X,X,C,786
36,6,43,3,4,2,M,M,C,578
36,6,44,3,4,2,M,M,C,450
36,6,45,3,5,6,",",",",C,690
36,6,46,3,3,4,C,C,C,850
36,6,47,3,1,3,Z,Z,C,706
36,6,48,3,1,3,Z,Z,C,574
36,6,49,3,3,4,C,C,C,1569
36,6,50,3,5,6,",",",",C,561
36,7,1,3,2,5,X,X,C,1110
36,7,2,3,3,4,C,C,C,653
36,7,3,3,1,3,Z,Z,C,498
36,7,4,3,3,4,C,C,C,610
36,7,5,3,1,3,Z,Z,C,706
36,7,6,3,6,1,.,.,C,1246
36,7,7,3,2,5,X,X,C,757
36,7,8,3,2,5,X,X,C,526
36,7,9,3,5,6,",",",",C,562
36,7,10,3,2,5,X,X,C,1266
36,7,11,3,6,1,.,.,C,706
36,7,12,3,6,1,.,.,C,674
36,7,13,3,6,1,.,.,C,450
36,7,14,3,1,3,Z,Z,C,610
36,7,15,3,6,1,.,.,C,626
36,7,16,3,5,6,",",",",C,782
36,7,17,3,3,4,C,C,C,690
36,7,18,3,1,3,Z,Z,C,590
36,7,19,3,1,3,Z,Z,C,433
36,7,20,3,5,6,",",",",C,562
36,7,21,3,2,5,X,X,C,610
36,7,22,3,2,5,X,X,C,514
36,7,23,3,2,5,X,X,C,658
36,7,24,3,6,1,.,.,C,578
36,7,25,3,6,1,.,.,C,385
36,7,26,3,6,1,.,.,C,357
36,7,27,3,3,4,C,C,C,705
36,7,28,3,6,1,.,.,C,1106
36,7,29,3,4,2,M,M,C,626
36,7,30,3,1,3,Z,Z,C,530
36,7,31,3,1,3,Z,Z,C,530
36,7,32,3,4,2,M,M,C,674
36,7,33,3,2,5,X,X,C,674
36,7,34,3,1,3,Z,Z,C,578
36,7,35,3,6,1,.,.,C,834
36,7,36,3,5,6,",",",",C,561
36,7,37,3,3,4,C,C,C,785
36,7,38,3,5,6,",",",",C,753
36,7,39,3,6,1,.,.,C,670
36,7,40,3,2,5,X,X,C,594
36,7,41,3,3,4,C,C,C,1026
36,7,42,3,5,6,",",",",C,674
36,7,43,3,5,6,",",",",C,482
36,7,44,3,5,6,",",",",C,325
36,7,45,3,1,3,Z,Z,C,622
36,7,46,3,4,2,M,M,C,465
36,7,47,3,6,1,.,.,C,545
36,7,48,3,5,6,",",",",C,754
36,7,49,3,3,4,C,C,C,738
36,7,50,3,3,4,C,C,C,642
36,8,1,3,6,1,.,.,C,985
36,8,2,3,3,4,C,C,C,801
36,8,3,3,6,1,.,.,C,754
36,8,4,3,2,5,X,X,C,754
36,8,5,3,4,2,M,M,C,514
36,8,6,3,4,2,M,M,C,450
36,8,7,3,4,2,M,M,C,351
36,8,8,3,4,2,M,M,C,369
36,8,9,3,6,1,.,.,C,898
36,8,10,3,6,1,.,.,C,373
36,8,11,3,1,3,Z,Z,C,578
36,8,12,3,6,1,.,.,C,1250
36,8,13,3,6,1,.,.,C,418
36,8,14,3,1,3,Z,Z,C,674
36,8,15,3,2,5,X,X,C,802
36,8,16,3,5,6,",",",",C,706
36,8,17,3,2,5,X,X,C,590
36,8,18,3,6,1,.,.,C,754
36,8,19,3,3,4,C,C,C,690
36,8,20,3,6,1,.,.,C,994
36,8,21,3,4,2,M,M,C,722
36,8,22,3,1,3,Z,Z,C,590
36,8,23,3,1,3,Z,Z,C,530
36,8,24,3,3,4,C,C,C,978
36,8,25,3,6,1,.,.,C,786
36,8,26,3,1,3,Z,Z,C,626
36,8,27,3,1,3,Z,Z,C,529
36,8,28,3,5,6,",",",",C,578
36,8,29,3,4,2,M,M,C,498
36,8,30,3,5,6,",",",",C,321
36,8,31,3,5,6,",",",",C,514
36,8,32,3,4,2,M,M,C,514
36,8,33,3,6,1,.,.,C,622
36,8,34,3,4,2,M,M,C,594
36,8,35,3,5,6,",",",",C,609
36,8,36,3,6,1,.,.,C,658
36,8,37,3,5,6,",",",",C,626
36,8,38,3,4,2,M,M,C,722
36,8,39,3,6,1,.,.,C,578
36,8,40,3,4,2,M,M,C,530
36,8,41,3,6,1,.,.,C,654
36,8,42,3,3,4,C,C,C,642
36,8,43,3,2,5,X,X,C,590
36,8,44,3,4,2,M,M,C,578
36,8,45,3,1,3,Z,Z,C,642
36,8,46,3,6,1,.,.,C,962
36,8,47,3,5,6,",",",",C,530
36,8,48,3,4,2,M,M,C,386
36,8,49,3,4,2,M,M,C,434
36,8,50,3,1,3,Z,Z,C,706
36,9,1,3,6,1,.,.,C,777
36,9,2,3,2,5,X,X,C,673
36,9,3,3,2,5,X,X,C,542
36,9,4,3,1,3,Z,Z,C,642
36,9,5,3,2,5,X,X,C,562
36,9,6,3,3,4,C,C,C,669
36,9,7,3,6,1,.,.,C,853
36,9,8,3,6,1,.,.,C,466
36,9,9,3,5,6,",",",",C,578
36,9,10,3,2,5,X,X,C,770
36,9,11,3,2,5,X,X,C,658
36,9,12,3,2,5,X,X,C,409
36,9,13,3,4,2,M,M,C,798
36,9,14,3,1,3,Z,Z,C,626
36,9,15,3,6,1,.,.,C,850
36,9,16,3,1,3,Z,Z,C,1278
36,9,17,3,4,2,M,M,C,546
36,9,18,3,5,6,",",",",C,686
36,9,19,3,1,3,Z,Z,C,562
36,9,20,3,5,6,",",",",C,530
36,9,21,3,3,4,C,C,C,834
36,9,22,3,4,2,M,M,C,1442
36,9,23,3,3,4,C,C,C,786
36,9,24,3,3,4,C,C,C,593
36,9,25,3,1,3,Z,Z,C,718
36,9,26,3,3,4,C,C,C,641
36,9,27,3,4,2,M,M,C,546
36,9,28,3,4,2,M,M,C,450
36,9,29,3,6,1,.,.,C,706
36,9,30,3,2,5,X,X,C,658
36,9,31,3,5,6,",",",",C,1426
36,9,32,3,1,3,M,Z,I,414
36,9,33,3,1,3,Z,Z,C,686
36,9,34,3,3,4,C,C,C,785
36,9,35,3,6,1,.,.,C,1022
36,9,36,3,1,3,Z,Z,C,658
36,9,37,3,1,3,Z,Z,C,626
36,9,38,3,1,3,Z,Z,C,450
36,9,39,3,3,4,C,C,C,657
36,9,40,3,3,4,C,C,C,638
36,9,41,3,1,3,Z,Z,C,604
36,9,42,3,1,3,Z,Z,C,690
36,9,43,3,6,1,.,.,C,1198
36,9,44,3,6,1,.,.,C,590
36,9,45,3,4,2,M,M,C,834
36,9,46,3,5,6,",",",",C,706
36,9,47,3,4,2,M,M,C,546
36,9,48,3,1,3,Z,Z,C,673
36,9,49,3,3,4,C,C,C,738
36,9,50,3,6,1,.,.,C,994
36,10,1,3,4,2,M,M,C,633
36,10,2,3,4,2,M,M,C,466
36,10,3,3,2,5,X,X,C,770
36,10,4,3,3,4,C,C,C,866
36,10,5,3,4,2,M,M,C,514
36,10,6,3,6,1,.,.,C,642
36,10,7,3,4,2,M,M,C,530
36,10,8,3,6,1,.,.,C,1298
36,10,9,3,6,1,.,.,C,482
36,10,10,3,4,2,M,M,C,591
36,10,11,3,3,4,C,C,C,657
36,10,12,3,3,4,C,C,C,379
36,10,13,3,3,4,C,C,C,466
36,10,14,3,1,3,Z,Z,C,626
36,10,15,3,4,2,M,M,C,610
36,10,16,3,4,2,M,M,C,482
36,10,17,3,1,3,Z,Z,C,645
36,10,18,3,2,5,X,X,C,670
36,10,19,3,1,3,Z,Z,C,702
36,10,20,3,4,2,M,M,C,561
36,10,21,3,2,5,X,X,C,642
36,10,22,3,2,5,X,X,C,789
36,10,23,3,5,6,.,",",I,1986
36,10,24,3,4,2,M,M,C,1489
36,10,25,3,5,6,",",",",C,674
36,10,26,3,2,5,X,X,C,674
36,10,27,3,5,6,",",",",C,609
36,10,28,3,3,4,C,C,C,817
36,10,29,3,3,4,C,C,C,737
36,10,30,3,4,2,M,M,C,702
36,10,31,3,1,3,Z,Z,C,690
36,10,32,3,4,2,M,M,C,626
36,10,33,3,3,4,C,C,C,930
36,10,34,3,3,4,C,C,C,594
36,10,35,3,1,3,Z,Z,C,594
36,10,36,3,5,6,",",",",C,581
36,10,37,3,3,4,C,C,C,737
36,10,38,3,1,3,Z,Z,C,674
36,10,39,3,3,4,C,C,C,1186
36,10,40,3,2,5,X,X,C,658
36,10,41,3,6,1,.,.,C,802
36,10,42,3,4,2,M,M,C,929
36,10,43,3,3,4,C,C,C,702
36,10,44,3,1,3,Z,Z,C,658
36,10,45,3,2,5,X,X,C,642
36,10,46,3,6,1,.,.,C,892
36,10,47,3,4,2,M,M,C,549
36,10,48,3,1,3,Z,Z,C,606
36,10,49,3,4,2,M,M,C,782
36,10,50,3,3,4,C,C,C,1269
36,11,1,3,5,6,",",",",C,841
36,11,2,3,4,2,M,M,C,593
36,11,3,3,6,1,.,.,C,766
36,11,4,3,6,1,.,.,C,513
36,11,5,3,1,3,Z,Z,C,674
36,11,6,3,6,1,.,.,C,818
36,11,7,3,1,3,Z,Z,C,706
36,11,8,3,4,2,M,M,C,562
36,11,9,3,6,1,.,.,C,610
36,11,10,3,6,1,.,.,C,434
36,11,11,3,1,3,Z,Z,C,722
36,11,12,3,3,4,C,C,C,609
36,11,13,3,5,6,",",",",C,593
36,11,14,3,2,5,X,X,C,625
36,11,15,3,6,1,.,.,C,466
36,11,16,3,6,1,.,.,C,578
36,11,17,3,2,5,X,X,C,514
36,11,18,3,3,4,C,C,C,498
36,11,19,3,3,4,C,C,C,578
36,11,20,3,5,6,",",",",C,434
36,11,21,3,5,6,",",",",C,562
36,11,22,3,4,2,M,M,C,594
36,11,23,3,6,1,.,.,C,1042
36,11,24,3,6,1,.,.,C,386
36,11,25,3,3,4,C,C,C,897
36,11,26,3,6,1,.,.,C,626
36,11,27,3,4,2,M,M,C,590
36,11,28,3,6,1,.,.,C,578
36,11,29,3,4,2,M,M,C,658
36,11,30,3,1,3,Z,Z,C,686
36,11,31,3,4,2,M,M,C,626
36,11,32,3,6,1,.,.,C,610
36,11,33,3,3,4,C,C,C,677
36,11,34,3,5,6,",",",",C,654
36,11,35,3,2,5,X,X,C,690
36,11,36,3,1,3,Z,Z,C,693
36,11,37,3,4,2,M,M,C,482
36,11,38,3,4,2,M,M,C,562
36,11,39,3,6,1,.,.,C,1106
36,11,40,3,5,6,",",",",C,721
36,11,41,3,2,5,X,X,C,750
36,11,42,3,1,3,Z,Z,C,709
36,11,43,3,3,4,C,C,C,481
36,11,44,3,6,1,.,.,C,862
36,11,45,3,6,1,.,.,C,466
36,11,46,3,2,5,X,X,C,642
36,11,47,3,1,3,Z,Z,C,626
36,11,48,3,4,2,M,M,C,434
36,11,49,3,6,1,.,.,C,946
36,11,50,3,2,5,X,X,C,578
36,12,1,3,2,5,X,X,C,857
36,12,2,3,2,5,X,X,C,494
36,12,3,3,2,5,X,X,C,386
36,12,4,3,3,4,C,C,C,658
36,12,5,3,1,3,Z,Z,C,930
36,12,6,3,1,3,Z,Z,C,441
36,12,7,3,1,3,Z,Z,C,469
36,12,8,3,4,2,M,M,C,402
36,12,9,3,4,2,M,M,C,466
36,12,10,3,5,6,",",",",C,645
36,12,11,3,6,1,.,.,C,549
36,12,12,3,6,1,.,.,C,529
36,12,13,3,4,2,M,M,C,546
36,12,14,3,3,4,C,C,C,1137
36,12,15,3,3,4,C,C,C,469
36,12,16,3,6,1,.,.,C,597
36,12,17,3,4,2,M,M,C,610
36,12,18,3,6,1,.,.,C,514
36,12,19,3,3,4,C,C,C,686
36,12,20,3,6,1,.,.,C,690
36,12,21,3,3,4,C,C,C,642
36,12,22,3,6,1,.,.,C,716
36,12,23,3,3,4,C,C,C,450
36,12,24,3,3,4,C,C,C,593
36,12,25,3,1,3,Z,Z,C,642
36,12,26,3,6,1,.,.,C,594
36,12,27,3,4,2,M,M,C,562
36,12,28,3,3,4,C,C,C,629
36,12,29,3,6,1,.,.,C,578
36,12,30,3,1,3,Z,Z,C,725
36,12,31,3,6,1,.,.,C,466
36,12,32,3,6,1,.,.,C,530
36,12,33,3,5,6,",",",",C,450
36,12,34,3,2,5,X,X,C,754
36,12,35,3,1,3,Z,Z,C,674
36,12,36,3,6,1,.,.,C,1410
36,12,37,3,3,4,C,C,C,1601
36,12,38,3,5,6,",",",",C,389
36,12,39,3,3,4,C,C,C,657
36,12,40,3,1,3,Z,Z,C,594
36,12,41,3,3,4,C,C,C,1153
36,12,42,3,6,1,.,.,C,773
36,12,43,3,2,5,X,X,C,642
36,12,44,3,5,6,",",",",C,405
36,12,45,3,3,4,C,C,C,689
36,12,46,3,3,4,C,C,C,481
36,12,47,3,3,4,C,C,C,418
36,12,48,3,5,6,",",",",C,674
36,12,49,3,6,1,.,.,C,594
36,12,50,3,4,2,M,M,C,578
36,13,1,3,3,4,C,C,C,905
36,13,2,3,6,1,.,.,C,961
36,13,3,3,5,6,",",",",C,626
36,13,4,3,1,3,Z,Z,C,850
36,13,5,3,3,4,C,C,C,690
36,13,6,3,6,1,.,.,C,594
36,13,7,3,4,2,M,M,C,562
36,13,8,3,3,4,C,C,C,754
36,13,9,3,6,1,.,.,C,670
36,13,10,3,4,2,M,M,C,578
36,13,11,3,6,1,.,.,C,1074
36,13,12,3,5,6,",",",",C,529
36,13,13,3,2,5,X,X,C,658
36,13,14,3,2,5,X,X,C,642
36,13,15,3,2,5,X,X,C,414
36,13,16,3,1,3,Z,Z,C,562
36,13,17,3,6,1,.,.,C,690
36,13,18,3,2,5,X,X,C,574
36,13,19,3,2,5,X,X,C,389
36,13,20,3,4,2,M,M,C,530
36,13,21,3,6,1,.,.,C,610
36,13,22,3,1,3,Z,Z,C,770
36,13,23,3,1,3,Z,Z,C,469
36,13,24,3,6,1,.,.,C,562
36,13,25,3,3,4,C,C,C,738
36,13,26,3,1,3,Z,Z,C,594
36,13,27,3,2,5,X,X,C,594
36,13,28,3,3,4,C,C,C,1013
36,13,29,3,3,4,C,C,C,514
36,13,30,3,3,4,C,C,C,417
36,13,31,3,5,6,",",",",C,594
36,13,32,3,6,1,.,.,C,562
36,13,33,3,3,4,C,C,C,530
36,13,34,3,6,1,.,.,C,594
36,13,35,3,6,1,.,.,C,466
36,13,36,3,2,5,X,X,C,626
36,13,37,3,6,1,.,.,C,610
36,13,38,3,3,4,C,C,C,690
36,13,39,3,4,2,M,M,C,642
36,13,40,3,5,6,",",",",C,578
36,13,41,3,4,2,M,M,C,542
36,13,42,3,4,2,M,M,C,482
36,13,43,3,1,3,Z,Z,C,642
36,13,44,3,2,5,X,X,C,594
36,13,45,3,5,6,",",",",C,610
36,13,46,3,2,5,X,X,C,578
36,13,47,3,5,6,",",",",C,402
36,13,48,3,5,6,",",",",C,657
36,13,49,3,5,6,",",",",C,421
36,13,50,3,6,1,.,.,C,853
36,14,1,3,4,2,M,M,C,1433
36,14,2,3,5,6,",",",",C,513
36,14,3,3,2,5,X,X,C,610
36,14,4,3,3,4,C,C,C,626
36,14,5,3,2,5,X,X,C,722
36,14,6,3,2,5,X,X,C,450
36,14,7,3,4,2,M,M,C,546
36,14,8,3,1,3,Z,Z,C,594
36,14,9,3,3,4,C,C,C,1038
36,14,10,3,6,1,.,.,C,978
36,14,11,3,2,5,X,X,C,530
36,14,12,3,2,5,X,X,C,610
36,14,13,3,5,6,",",",",C,690
36,14,14,3,6,1,.,.,C,946
36,14,15,3,3,4,C,C,C,961
36,14,16,3,3,4,C,C,C,466
36,14,17,3,3,4,C,C,C,481
36,14,18,3,3,4,C,C,C,433
36,14,19,3,2,5,X,X,C,657
36,14,20,3,3,4,C,C,C,530
36,14,21,3,5,6,",",",",C,610
36,14,22,3,4,2,M,M,C,546
36,14,23,3,4,2,M,M,C,425
36,14,24,3,1,3,Z,Z,C,706
36,14,25,3,3,4,C,C,C,994
36,14,26,3,6,1,.,.,C,862
36,14,27,3,3,4,C,C,C,961
36,14,28,3,2,5,X,X,C,689
36,14,29,3,4,2,M,M,C,1426
36,14,30,3,1,3,Z,Z,C,690
36,14,31,3,4,2,M,M,C,578
36,14,32,3,1,3,Z,Z,C,1998
36,14,33,3,5,6,",",",",C,578
36,14,34,3,1,3,Z,Z,C,610
36,14,35,3,4,2,M,M,C,558
36,14,36,3,5,6,",",",",C,725
36,14,37,3,2,5,X,X,C,606
36,14,38,3,4,2,M,M,C,610
36,14,39,3,3,4,C,C,C,658
36,14,40,3,6,1,.,.,C,770
36,14,41,3,6,1,.,.,C,421
36,14,42,3,4,2,M,M,C,549
36,14,43,3,6,1,.,.,C,626
36,14,44,3,2,5,X,X,C,734
36,14,45,3,3,4,C,C,C,674
36,14,46,3,5,6,",",",",C,561
36,14,47,3,2,5,X,X,C,610
36,14,48,3,4,2,M,M,C,578
36,14,49,3,2,5,X,X,C,914
36,14,50,3,5,6,",",",",C,654
36,15,1,3,6,1,.,.,C,1193
36,15,2,3,6,1,.,.,C,449
36,15,3,3,6,1,.,.,C,382
36,15,4,3,1,3,Z,Z,C,625
36,15,5,3,6,1,.,.,C,738
36,15,6,3,1,3,Z,Z,C,690
36,15,7,3,3,4,C,C,C,513
36,15,8,3,3,4,C,C,C,417
36,15,9,3,5,6,",",",",C,642
36,15,10,3,4,2,M,M,C,514
36,15,11,3,4,2,M,M,C,578
36,15,12,3,2,5,X,X,C,466
36,15,13,3,2,5,X,X,C,498
36,15,14,3,6,1,.,.,C,850
36,15,15,3,5,6,",",",",C,705
36,15,16,3,6,1,.,.,C,961
36,15,17,3,2,5,X,X,C,578
36,15,18,3,6,1,.,.,C,610
36,15,19,3,1,3,Z,Z,C,610
36,15,20,3,2,5,X,X,C,594
36,15,21,3,1,3,Z,Z,C,610
36,15,22,3,1,3,Z,Z,C,549
36,15,23,3,6,1,.,.,C,913
36,15,24,3,5,6,",",",",C,485
36,15,25,3,2,5,X,X,C,578
36,15,26,3,2,5,X,X,C,546
36,15,27,3,5,6,",",",",C,482
36,15,28,3,4,2,M,M,C,562
36,15,29,3,6,1,.,.,C,1298
36,15,30,3,4,2,M,M,C,834
36,15,31,3,3,4,C,C,C,689
36,15,32,3,1,3,Z,Z,C,833
36,15,33,3,1,3,Z,Z,C,501
36,15,34,3,5,6,",",",",C,705
36,15,35,3,3,4,C,C,C,670
36,15,36,3,2,5,X,X,C,850
36,15,37,3,2,5,X,X,C,501
36,15,38,3,6,1,.,.,C,626
36,15,39,3,6,1,.,.,C,418
36,15,40,3,3,4,C,C,C,1009
36,15,41,3,3,4,C,C,C,465
36,15,42,3,3,4,C,C,C,481
36,15,43,3,3,4,C,C,C,405
36,15,44,3,2,5,X,X,C,674
36,15,45,3,4,2,M,M,C,549
36,15,46,3,6,1,.,.,C,690
36,15,47,3,5,6,",",",",C,594
36,15,48,3,6,1,.,.,C,577
36,15,49,3,6,1,.,.,C,546
36,15,50,3,5,6,",",",",C,353
35,1,1,2,3,5,Z,C,I,818
35,1,2,2,1,6,Z,Z,C,610
35,1,3,2,4,2,M,M,C,722
35,1,4,2,3,5,",",C,I,522
35,1,5,2,5,4,",",",",C,802
35,1,6,2,5,4,",",",",C,658
35,1,7,2,4,2,C,M,I,835
35,1,8,2,4,2,M,M,C,690
35,1,9,2,2,1,X,X,C,738
35,1,10,2,1,6,Z,Z,C,514
35,1,11,2,5,4,M,",",I,1090
35,1,12,2,6,3,.,.,C,1138
35,1,13,2,5,4,",",",",C,818
35,1,14,2,6,3,.,.,C,754
35,1,15,2,5,4,",",",",C,610
35,1,16,2,2,1,X,X,C,914
35,1,17,2,3,5,C,C,C,610
35,1,18,2,6,3,.,.,C,898
35,1,19,2,3,5,C,C,C,898
35,1,20,2,1,6,Z,Z,C,498
35,1,21,2,6,3,.,.,C,850
35,1,22,2,1,6,Z,Z,C,690
35,1,23,2,1,6,Z,Z,C,482
35,1,24,2,2,1,X,X,C,578
35,1,25,2,6,3,.,.,C,730
35,1,26,2,3,5,X,C,I,594
35,1,27,2,4,2,M,M,C,818
35,1,28,2,6,3,.,.,C,782
35,1,29,2,3,5,C,C,C,946
35,1,30,2,4,2,M,M,C,626
35,1,31,2,6,3,.,.,C,770
35,1,32,2,6,3,.,.,C,533
35,1,33,2,3,5,C,C,C,2130
35,1,34,2,5,4,",",",",C,690
35,1,35,2,4,2,M,M,C,802
35,1,36,2,1,6,Z,Z,C,514
35,1,37,2,1,6,Z,Z,C,482
35,1,38,2,4,2,M,M,C,514
35,1,39,2,3,5,C,C,C,578
35,1,40,2,3,5,C,C,C,578
35,1,41,2,2,1,X,X,C,498
35,1,42,2,3,5,C,C,C,850
35,1,43,2,4,2,M,M,C,850
35,1,44,2,1,6,Z,Z,C,530
35,1,45,2,5,4,M,",",I,722
35,1,46,2,4,2,M,M,C,730
35,1,47,2,2,1,X,X,C,546
35,1,48,2,3,5,C,C,C,674
35,1,49,2,6,3,M,.,I,866
35,1,50,2,6,3,.,.,C,610
35,2,1,2,5,4,",",",",C,628
35,2,2,2,1,6,Z,Z,C,594
35,2,3,2,1,6,Z,Z,C,546
35,2,4,2,6,3,.,.,C,602
35,2,5,2,5,4,",",",",C,482
35,2,6,2,1,6,Z,Z,C,562
35,2,7,2,5,4,.,",",I,1106
35,2,8,2,4,2,M,M,C,524
35,2,9,2,2,1,X,X,C,546
35,2,10,2,4,2,M,M,C,770
35,2,11,2,3,5,X,C,I,562
35,2,12,2,2,1,X,X,C,530
35,2,13,2,4,2,M,M,C,738
35,2,14,2,5,4,",",",",C,698
35,2,15,2,6,3,.,.,C,402
35,2,16,2,5,4,",",",",C,546
35,2,17,2,4,2,M,M,C,354
35,2,18,2,5,4,",",",",C,474
35,2,19,2,5,4,",",",",C,466
35,2,20,2,2,1,X,X,C,691
35,2,21,2,4,2,M,M,C,883
35,2,22,2,1,6,Z,Z,C,474
35,2,23,2,4,2,M,M,C,531
35,2,24,2,2,1,X,X,C,506
35,2,25,2,5,4,",",",",C,578
35,2,26,2,4,2,M,M,C,578
35,2,27,2,3,5,C,C,C,659
35,2,28,2,5,4,",",",",C,1122
35,2,29,2,5,4,",",",",C,706
35,2,30,2,4,2,M,M,C,563
35,2,31,2,3,5,C,C,C,883
35,2,32,2,6,3,M,.,I,738
35,2,33,2,1,6,Z,Z,C,826
35,2,34,2,5,4,",",",",C,530
35,2,35,2,1,6,Z,Z,C,658
35,2,36,2,3,5,C,C,C,602
35,2,37,2,3,5,C,C,C,834
35,2,38,2,4,2,M,M,C,970
35,2,39,2,5,4,",",",",C,682
35,2,40,2,4,2,M,M,C,898
35,2,41,2,6,3,.,.,C,402
35,2,42,2,6,3,.,.,C,1435
35,2,43,2,2,1,X,X,C,802
35,2,44,2,1,6,Z,Z,C,610
35,2,45,2,2,1,X,X,C,346
35,2,46,2,1,6,Z,Z,C,450
35,2,47,2,6,3,.,.,C,690
35,2,48,2,3,5,",",C,I,562
35,2,49,2,3,5,C,C,C,674
35,2,50,2,3,5,C,C,C,738
35,3,1,2,5,4,",",",",C,1131
35,3,2,2,5,4,",",",",C,434
35,3,3,2,1,6,Z,Z,C,538
35,3,4,2,3,5,C,C,C,1338
35,3,5,2,6,3,",",.,I,842
35,3,6,2,1,6,Z,Z,C,506
35,3,7,2,2,1,X,X,C,674
35,3,8,2,2,1,X,X,C,514
35,3,9,2,3,5,X,C,I,402
35,3,10,2,4,2,M,M,C,778
35,3,11,2,6,3,.,.,C,626
35,3,12,2,1,6,Z,Z,C,706
35,3,13,2,1,6,Z,Z,C,530
35,3,14,2,3,5,C,C,C,722
35,3,15,2,3,5,C,C,C,562
35,3,16,2,3,5,C,C,C,546
35,3,17,2,3,5,C,C,C,450
35,3,18,2,3,5,C,C,C,458
35,3,19,2,4,2,M,M,C,642
35,3,20,2,6,3,.,.,C,554
35,3,21,2,6,3,.,.,C,610
35,3,22,2,4,2,M,M,C,610
35,3,23,2,3,5,X,C,I,610
35,3,24,2,4,2,M,M,C,802
35,3,25,2,5,4,",",",",C,802
35,3,26,2,5,4,",",",",C,546
35,3,27,2,2,1,X,X,C,834
35,3,28,2,6,3,.,.,C,954
35,3,29,2,3,5,C,C,C,754
35,3,30,2,2,1,X,X,C,642
35,3,31,2,4,2,M,M,C,642
35,3,32,2,1,6,Z,Z,C,530
35,3,33,2,5,4,",",",",C,1010
35,3,34,2,5,4,",",",",C,514
35,3,35,2,2,1,X,X,C,610
35,3,36,2,3,5,C,C,C,610
35,3,37,2,3,5,C,C,C,674
35,3,38,2,1,6,Z,Z,C,482
35,3,39,2,2,1,X,X,C,610
35,3,40,2,3,5,C,C,C,490
35,3,41,2,1,6,Z,Z,C,466
35,3,42,2,5,4,",",",",C,578
35,3,43,2,4,2,C,M,I,786
35,3,44,2,4,2,M,M,C,466
35,3,45,2,3,5,X,C,I,482
35,3,46,2,4,2,M,M,C,1010
35,3,47,2,6,3,.,.,C,610
35,3,48,2,3,5,C,C,C,778
35,3,49,2,2,1,X,X,C,467
35,3,50,2,6,3,.,.,C,802
35,4,1,2,5,4,",",",",C,627
35,4,2,2,1,6,Z,Z,C,402
35,4,3,2,6,3,.,.,C,482
35,4,4,2,6,3,.,.,C,402
35,4,5,2,1,6,Z,Z,C,594
35,4,6,2,1,6,Z,Z,C,434
35,4,7,2,6,3,.,.,C,522
35,4,8,2,2,1,X,X,C,770
35,4,9,2,4,2,M,M,C,722
35,4,10,2,4,2,M,M,C,626
35,4,11,2,2,1,X,X,C,610
35,4,12,2,2,1,X,X,C,538
35,4,13,2,6,3,.,.,C,570
35,4,14,2,6,3,.,.,C,434
35,4,15,2,2,1,X,X,C,754
35,4,16,2,6,3,.,.,C,442
35,4,17,2,1,6,X,Z,I,514
35,4,18,2,2,1,X,X,C,554
35,4,19,2,5,4,",",",",C,706
35,4,20,2,4,2,M,M,C,386
35,4,21,2,1,6,Z,Z,C,362
35,4,22,2,4,2,M,M,C,626
35,4,23,2,5,4,",",",",C,706
35,4,24,2,6,3,.,.,C,498
35,4,25,2,2,1,",",X,I,474
35,4,26,2,2,1,X,X,C,506
35,4,27,2,4,2,M,M,C,642
35,4,28,2,4,2,M,M,C,682
35,4,29,2,6,3,.,.,C,642
35,4,30,2,5,4,.,",",I,418
35,4,31,2,2,1,X,X,C,602
35,4,32,2,4,2,C,M,I,610
35,4,33,2,6,3,.,.,C,570
35,4,34,2,6,3,.,.,C,530
35,4,35,2,5,4,",",",",C,482
35,4,36,2,6,3,.,.,C,530
35,4,37,2,1,6,Z,Z,C,546
35,4,38,2,5,4,",",",",C,546
35,4,39,2,3,5,C,C,C,754
35,4,40,2,1,6,Z,Z,C,530
35,4,41,2,5,4,",",",",C,690
35,4,42,2,5,4,",",",",C,610
35,4,43,2,2,1,X,X,C,531
35,4,44,2,6,3,.,.,C,659
35,4,45,2,5,4,",",",",C,474
35,4,46,2,4,2,M,M,C,1251
35,4,47,2,2,1,X,X,C,579
35,4,48,2,1,6,Z,Z,C,579
35,4,49,2,6,3,.,.,C,706
35,4,50,2,6,3,.,.,C,954
35,5,1,2,6,3,.,.,C,347
35,5,2,2,1,6,M,Z,I,450
35,5,3,2,5,4,",",",",C,506
35,5,4,2,2,1,X,X,C,594
35,5,5,2,6,3,.,.,C,450
35,5,6,2,6,3,.,.,C,418
35,5,7,2,4,2,C,M,I,818
35,5,8,2,1,6,Z,Z,C,562
35,5,9,2,3,5,X,C,I,546
35,5,10,2,6,3,.,.,C,1442
35,5,11,2,3,5,X,C,I,1042
35,5,12,2,4,2,M,M,C,786
35,5,13,2,4,2,M,M,C,698
35,5,14,2,1,6,Z,Z,C,634
35,5,15,2,3,5,C,C,C,411
35,5,16,2,4,2,M,M,C,578
35,5,17,2,3,5,C,C,C,739
35,5,18,2,6,3,.,.,C,474
35,5,19,2,3,5,C,C,C,1466
35,5,20,2,3,5,C,C,C,563
