sid,block,trial,associaiton_1,association_2,association_3,association_4,training_condition,order_condition,symbol,cue,cue_correct,response,rt,correct,phase
79,8,20,3,1,4,2,400,1,4,2,1,4,510,1,Training
79,9,1,3,1,4,2,400,1,2,1,1,2,483,1,Training
79,9,2,3,1,4,2,400,1,2,2,0,2,423,1,Training
79,9,3,3,1,4,2,400,1,2,1,1,2,485,1,Training
79,9,4,3,1,4,2,400,1,1,3,1,1,424,1,Training
79,9,5,3,1,4,2,400,1,2,1,1,2,433,1,Training
79,9,6,3,1,4,2,400,1,2,1,1,2,520,1,Training
79,9,7,3,1,4,2,400,1,3,4,1,3,525,1,Training
79,9,8,3,1,4,2,400,1,2,1,1,3,380,0,Training
79,9,9,3,1,4,2,400,1,3,4,1,3,428,1,Training
79,9,10,3,1,4,2,400,1,3,4,1,3,514,1,Training
79,9,11,3,1,4,2,400,1,4,2,1,4,390,1,Training
79,9,12,3,1,4,2,400,1,1,4,0,1,476,1,Training
79,9,13,3,1,4,2,400,1,2,1,1,2,589,1,Training
79,9,14,3,1,4,2,400,1,3,4,1,3,473,1,Training
79,9,15,3,1,4,2,400,1,1,4,0,1,492,1,Training
79,9,16,3,1,4,2,400,1,4,2,1,4,513,1,Training
79,9,17,3,1,4,2,400,1,3,4,1,3,461,1,Training
79,9,18,3,1,4,2,400,1,4,2,1,4,465,1,Training
79,9,19,3,1,4,2,400,1,2,3,0,2,485,1,Training
79,9,20,3,1,4,2,400,1,2,1,1,2,452,1,Training
79,10,1,3,1,4,2,400,1,2,1,1,2,552,1,Training
79,10,2,3,1,4,2,400,1,2,1,1,2,393,1,Training
79,10,3,3,1,4,2,400,1,1,3,1,1,411,1,Training
79,10,4,3,1,4,2,400,1,2,3,0,2,519,1,Training
79,10,5,3,1,4,2,400,1,3,4,1,3,376,1,Training
79,10,6,3,1,4,2,400,1,2,1,1,2,522,1,Training
79,10,7,3,1,4,2,400,1,1,3,1,1,473,1,Training
79,10,8,3,1,4,2,400,1,3,4,1,3,411,1,Training
79,10,9,3,1,4,2,400,1,4,2,1,4,379,1,Training
79,10,10,3,1,4,2,400,1,2,1,1,2,401,1,Training
79,10,11,3,1,4,2,400,1,4,2,1,4,426,1,Training
79,10,12,3,1,4,2,400,1,4,2,1,4,448,1,Training
79,10,13,3,1,4,2,400,1,2,1,1,2,484,1,Training
79,10,14,3,1,4,2,400,1,1,3,1,1,522,1,Training
79,10,15,3,1,4,2,400,1,3,4,1,3,362,1,Training
79,10,16,3,1,4,2,400,1,4,2,1,4,452,1,Training
79,10,17,3,1,4,2,400,1,2,1,1,2,459,1,Training
79,10,18,3,1,4,2,400,1,3,4,1,3,426,1,Training
79,10,19,3,1,4,2,400,1,1,4,0,1,447,1,Training
79,10,20,3,1,4,2,400,1,1,3,1,1,478,1,Training
79,11,1,3,1,4,2,400,1,3,4,1,3,465,1,Training
79,11,2,3,1,4,2,400,1,2,1,1,2,440,1,Training
79,11,3,3,1,4,2,400,1,3,4,1,3,516,1,Training
79,11,4,3,1,4,2,400,1,4,3,0,4,349,1,Training
79,11,5,3,1,4,2,400,1,1,3,1,2,370,0,Training
79,11,6,3,1,4,2,400,1,4,2,1,4,408,1,Training
79,11,7,3,1,4,2,400,1,2,1,1,2,436,1,Training
79,11,8,3,1,4,2,400,1,2,1,1,2,405,1,Training
79,11,9,3,1,4,2,400,1,2,1,1,2,380,1,Training
79,11,10,3,1,4,2,400,1,3,4,1,3,462,1,Training
79,11,11,3,1,4,2,400,1,4,2,1,4,394,1,Training
79,11,12,3,1,4,2,400,1,1,3,1,2,374,0,Training
79,11,13,3,1,4,2,400,1,4,3,0,4,415,1,Training
79,11,14,3,1,4,2,400,1,2,1,1,2,424,1,Training
79,11,15,3,1,4,2,400,1,2,1,1,2,351,1,Training
79,11,16,3,1,4,2,400,1,3,4,1,3,528,1,Training
79,11,17,3,1,4,2,400,1,3,4,1,3,412,1,Training
79,11,18,3,1,4,2,400,1,4,2,1,4,434,1,Training
79,11,19,3,1,4,2,400,1,1,3,1,2,451,0,Training
79,11,20,3,1,4,2,400,1,4,2,1,4,516,1,Training
79,12,1,3,1,4,2,400,1,1,2,0,2,711,0,Training
79,12,2,3,1,4,2,400,1,4,2,1,4,352,1,Training
79,12,3,3,1,4,2,400,1,4,2,1,4,384,1,Training
79,12,4,3,1,4,2,400,1,2,1,1,1,449,0,Training
79,12,5,3,1,4,2,400,1,4,2,1,4,379,1,Training
79,12,6,3,1,4,2,400,1,4,2,1,4,327,1,Training
79,12,7,3,1,4,2,400,1,3,4,1,3,434,1,Training
79,12,8,3,1,4,2,400,1,1,3,1,1,452,1,Training
79,12,9,3,1,4,2,400,1,4,2,1,1,423,0,Training
79,12,10,3,1,4,2,400,1,4,2,1,4,328,1,Training
79,12,11,3,1,4,2,400,1,2,1,1,1,424,0,Training
79,12,12,3,1,4,2,400,1,1,3,1,1,400,1,Training
79,12,13,3,1,4,2,400,1,4,2,1,4,384,1,Training
79,12,14,3,1,4,2,400,1,4,2,1,4,339,1,Training
79,12,15,3,1,4,2,400,1,3,2,0,2,456,0,Training
79,12,16,3,1,4,2,400,1,2,1,1,2,470,1,Training
79,12,17,3,1,4,2,400,1,4,2,1,4,441,1,Training
79,12,18,3,1,4,2,400,1,3,1,0,3,387,1,Training
79,12,19,3,1,4,2,400,1,1,3,1,1,410,1,Training
79,12,20,3,1,4,2,400,1,1,3,1,1,514,1,Training
79,13,1,3,1,4,2,400,1,1,3,1,1,402,1,Training
79,13,2,3,1,4,2,400,1,1,2,0,1,464,1,Training
79,13,3,3,1,4,2,400,1,3,4,1,3,531,1,Training
79,13,4,3,1,4,2,400,1,2,1,1,2,507,1,Training
79,13,5,3,1,4,2,400,1,4,2,1,4,325,1,Training
79,13,6,3,1,4,2,400,1,4,2,1,4,345,1,Training
79,13,7,3,1,4,2,400,1,2,1,1,2,457,1,Training
79,13,8,3,1,4,2,400,1,4,2,1,4,555,1,Training
79,13,9,3,1,4,2,400,1,4,2,1,4,428,1,Training
79,13,10,3,1,4,2,400,1,4,1,0,2,368,0,Training
79,13,11,3,1,4,2,400,1,2,1,1,2,464,1,Training
79,13,12,3,1,4,2,400,1,2,1,1,2,499,1,Training
79,13,13,3,1,4,2,400,1,1,3,1,1,445,1,Training
79,13,14,3,1,4,2,400,1,3,4,1,3,325,1,Training
79,13,15,3,1,4,2,400,1,1,3,1,1,424,1,Training
79,13,16,3,1,4,2,400,1,3,4,1,3,447,1,Training
79,13,17,3,1,4,2,400,1,3,4,1,3,537,1,Training
79,13,18,3,1,4,2,400,1,2,1,1,2,471,1,Training
79,13,19,3,1,4,2,400,1,1,3,1,1,433,1,Training
79,13,20,3,1,4,2,400,1,2,1,1,2,447,1,Training
79,14,1,3,1,4,2,400,1,2,1,1,2,423,1,Training
79,14,2,3,1,4,2,400,1,3,4,1,3,535,1,Training
79,14,3,3,1,4,2,400,1,2,1,1,2,480,1,Training
79,14,4,3,1,4,2,400,1,4,2,1,4,285,1,Training
79,14,5,3,1,4,2,400,1,4,2,1,4,423,1,Training
79,14,6,3,1,4,2,400,1,3,4,1,3,337,1,Training
79,14,7,3,1,4,2,400,1,4,2,1,4,452,1,Training
79,14,8,3,1,4,2,400,1,3,4,1,3,363,1,Training
79,14,9,3,1,4,2,400,1,2,1,1,2,327,1,Training
79,14,10,3,1,4,2,400,1,4,2,1,4,486,1,Training
79,14,11,3,1,4,2,400,1,1,3,1,1,405,1,Training
79,14,12,3,1,4,2,400,1,4,2,1,4,425,1,Training
79,14,13,3,1,4,2,400,1,2,1,1,2,434,1,Training
79,14,14,3,1,4,2,400,1,3,4,1,3,315,1,Training
79,14,15,3,1,4,2,400,1,3,4,1,2,332,0,Training
79,14,16,3,1,4,2,400,1,2,1,1,2,387,1,Training
79,14,17,3,1,4,2,400,1,2,1,1,2,514,1,Training
79,14,18,3,1,4,2,400,1,3,4,1,3,366,1,Training
79,14,19,3,1,4,2,400,1,4,2,1,4,276,1,Training
79,14,20,3,1,4,2,400,1,2,1,1,2,422,1,Training
79,15,1,3,1,4,2,400,1,3,4,1,3,457,1,Training
79,15,2,3,1,4,2,400,1,3,4,1,3,394,1,Training
79,15,3,3,1,4,2,400,1,1,3,1,1,342,1,Training
79,15,4,3,1,4,2,400,1,2,1,1,3,410,0,Training
79,15,5,3,1,4,2,400,1,2,1,1,2,423,1,Training
79,15,6,3,1,4,2,400,1,2,1,1,2,374,1,Training
79,15,7,3,1,4,2,400,1,4,2,1,4,471,1,Training
79,15,8,3,1,4,2,400,1,1,3,1,2,409,0,Training
79,15,9,3,1,4,2,400,1,3,4,1,3,440,1,Training
79,15,10,3,1,4,2,400,1,3,1,0,3,448,1,Training
79,15,11,3,1,4,2,400,1,2,1,1,2,412,1,Training
79,15,12,3,1,4,2,400,1,3,4,1,3,324,1,Training
79,15,13,3,1,4,2,400,1,4,2,1,4,407,1,Training
79,15,14,3,1,4,2,400,1,4,2,1,4,344,1,Training
79,15,15,3,1,4,2,400,1,1,3,1,1,381,1,Training
79,15,16,3,1,4,2,400,1,1,3,1,2,428,0,Training
79,15,17,3,1,4,2,400,1,3,4,1,3,387,1,Training
79,15,18,3,1,4,2,400,1,2,1,1,2,407,1,Training
79,15,19,3,1,4,2,400,1,4,2,1,4,376,1,Training
79,15,20,3,1,4,2,400,1,1,3,1,2,332,0,Training
79,16,1,3,1,4,2,400,1,1,3,1,1,396,1,Training
79,16,2,3,1,4,2,400,1,3,4,1,3,457,1,Training
79,16,3,3,1,4,2,400,1,3,4,1,3,396,1,Training
79,16,4,3,1,4,2,400,1,2,1,1,3,409,0,Training
79,16,5,3,1,4,2,400,1,3,4,1,3,549,1,Training
79,16,6,3,1,4,2,400,1,4,2,1,4,501,1,Training
79,16,7,3,1,4,2,400,1,1,3,1,1,501,1,Training
79,16,8,3,1,4,2,400,1,3,4,1,3,527,1,Training
79,16,9,3,1,4,2,400,1,4,2,1,4,400,1,Training
79,16,10,3,1,4,2,400,1,3,4,1,3,470,1,Training
79,16,11,3,1,4,2,400,1,4,2,1,4,305,1,Training
79,16,12,3,1,4,2,400,1,2,1,1,2,336,1,Training
79,16,13,3,1,4,2,400,1,4,2,1,4,333,1,Training
79,16,14,3,1,4,2,400,1,3,4,1,1,401,0,Training
79,16,15,3,1,4,2,400,1,4,2,1,4,462,1,Training
79,16,16,3,1,4,2,400,1,2,1,1,2,487,1,Training
79,16,17,3,1,4,2,400,1,1,3,1,2,545,0,Training
79,16,18,3,1,4,2,400,1,2,1,1,2,451,1,Training
79,16,19,3,1,4,2,400,1,2,1,1,2,360,1,Training
79,16,20,3,1,4,2,400,1,2,1,1,2,385,1,Training
79,18,1,3,1,4,2,400,1,2,2,0,4,59,0,Skill
79,18,2,3,1,4,2,400,1,3,4,1,1,1729,0,Skill
79,18,3,3,1,4,2,400,1,1,2,0,1,633,1,Skill
79,18,4,3,1,4,2,400,1,4,1,0,4,569,1,Skill
79,18,5,3,1,4,2,400,1,3,2,0,4,298,0,Skill
79,18,6,3,1,4,2,400,1,3,2,0,3,633,1,Skill
79,18,7,3,1,4,2,400,1,2,4,0,2,479,1,Skill
79,18,8,3,1,4,2,400,1,3,3,0,3,632,1,Skill
79,18,9,3,1,4,2,400,1,4,3,0,4,498,1,Skill
79,18,10,3,1,4,2,400,1,4,4,0,4,447,1,Skill
79,18,11,3,1,4,2,400,1,3,2,0,3,568,1,Skill
79,18,12,3,1,4,2,400,1,3,4,1,3,465,1,Skill
79,18,13,3,1,4,2,400,1,3,1,0,3,436,1,Skill
79,18,14,3,1,4,2,400,1,2,1,1,2,496,1,Skill
79,18,15,3,1,4,2,400,1,3,4,1,3,475,1,Skill
79,18,16,3,1,4,2,400,1,4,1,0,4,419,1,Skill
79,18,17,3,1,4,2,400,1,2,1,1,2,452,1,Skill
79,18,18,3,1,4,2,400,1,3,4,1,3,440,1,Skill
79,18,19,3,1,4,2,400,1,1,2,0,1,341,1,Skill
79,18,20,3,1,4,2,400,1,2,2,0,2,455,1,Skill
79,19,1,3,1,4,2,400,1,1,3,1,1,443,1,Skill
79,19,2,3,1,4,2,400,1,1,2,0,1,611,1,Skill
79,19,3,3,1,4,2,400,1,3,4,1,3,438,1,Skill
79,19,4,3,1,4,2,400,1,3,4,1,3,441,1,Skill
79,19,5,3,1,4,2,400,1,2,1,1,2,432,1,Skill
79,19,6,3,1,4,2,400,1,4,3,0,4,470,1,Skill
79,19,7,3,1,4,2,400,1,4,3,0,4,422,1,Skill
79,19,8,3,1,4,2,400,1,3,1,0,3,540,1,Skill
79,19,9,3,1,4,2,400,1,1,3,1,1,399,1,Skill
79,19,10,3,1,4,2,400,1,3,3,0,3,426,1,Skill
79,19,11,3,1,4,2,400,1,3,1,0,3,479,1,Skill
79,19,12,3,1,4,2,400,1,4,1,0,1,379,0,Skill
79,19,13,3,1,4,2,400,1,2,2,0,2,492,1,Skill
79,19,14,3,1,4,2,400,1,1,1,0,1,516,1,Skill
79,19,15,3,1,4,2,400,1,1,4,0,1,398,1,Skill
79,19,16,3,1,4,2,400,1,2,4,0,2,459,1,Skill
79,19,17,3,1,4,2,400,1,4,4,0,4,369,1,Skill
79,19,18,3,1,4,2,400,1,1,3,1,1,434,1,Skill
79,19,19,3,1,4,2,400,1,1,4,0,1,441,1,Skill
79,19,20,3,1,4,2,400,1,1,2,0,1,481,1,Skill
79,20,1,3,1,4,2,400,1,1,3,1,1,423,1,Skill
79,20,2,3,1,4,2,400,1,4,3,0,4,410,1,Skill
79,20,3,3,1,4,2,400,1,3,2,0,3,487,1,Skill
79,20,4,3,1,4,2,400,1,1,3,1,1,410,1,Skill
79,20,5,3,1,4,2,400,1,4,1,0,4,461,1,Skill
79,20,6,3,1,4,2,400,1,3,3,0,2,436,0,Skill
79,20,7,3,1,4,2,400,1,3,4,1,3,375,1,Skill
79,20,8,3,1,4,2,400,1,4,4,0,4,505,1,Skill
79,20,9,3,1,4,2,400,1,4,3,0,4,422,1,Skill
79,20,10,3,1,4,2,400,1,1,4,0,1,446,1,Skill
79,20,11,3,1,4,2,400,1,1,2,0,1,411,1,Skill
79,20,12,3,1,4,2,400,1,2,2,0,2,441,1,Skill
79,20,13,3,1,4,2,400,1,4,3,0,4,426,1,Skill
79,20,14,3,1,4,2,400,1,4,4,0,4,551,1,Skill
79,20,15,3,1,4,2,400,1,4,4,0,4,399,1,Skill
79,20,16,3,1,4,2,400,1,3,2,0,3,473,1,Skill
79,20,17,3,1,4,2,400,1,3,3,0,3,407,1,Skill
79,20,18,3,1,4,2,400,1,4,3,0,4,461,1,Skill
79,20,19,3,1,4,2,400,1,1,4,0,1,458,1,Skill
79,20,20,3,1,4,2,400,1,3,1,0,1,448,0,Skill
79,21,1,3,1,4,2,400,1,3,2,0,3,543,1,Skill
79,21,2,3,1,4,2,400,1,2,1,1,2,430,1,Skill
79,21,3,3,1,4,2,400,1,2,1,1,2,446,1,Skill
79,21,4,3,1,4,2,400,1,4,4,0,4,496,1,Skill
79,21,5,3,1,4,2,400,1,3,4,1,3,453,1,Skill
79,21,6,3,1,4,2,400,1,3,2,0,3,519,1,Skill
79,21,7,3,1,4,2,400,1,4,2,1,4,476,1,Skill
79,21,8,3,1,4,2,400,1,2,4,0,2,487,1,Skill
79,21,9,3,1,4,2,400,1,3,3,0,3,543,1,Skill
79,21,10,3,1,4,2,400,1,2,1,1,2,388,1,Skill
79,21,11,3,1,4,2,400,1,2,2,0,2,475,1,Skill
79,21,12,3,1,4,2,400,1,3,4,1,3,390,1,Skill
79,21,13,3,1,4,2,400,1,1,1,0,1,541,1,Skill
79,21,14,3,1,4,2,400,1,1,3,1,1,455,1,Skill
79,21,15,3,1,4,2,400,1,4,3,0,4,424,1,Skill
79,21,16,3,1,4,2,400,1,3,1,0,3,507,1,Skill
79,21,17,3,1,4,2,400,1,2,3,0,2,410,1,Skill
79,21,18,3,1,4,2,400,1,4,2,1,4,338,1,Skill
79,21,19,3,1,4,2,400,1,4,3,0,4,391,1,Skill
79,21,20,3,1,4,2,400,1,2,1,1,2,399,1,Skill
79,17,1,3,1,4,2,400,1,1,3,1,2,682,0,Inference
79,17,2,3,1,4,2,400,1,4,2,1,4,573,1,Inference
79,17,3,3,1,4,2,400,1,3,4,1,3,695,1,Inference
79,17,4,3,1,4,2,400,1,2,1,1,4,626,0,Inference
79,17,5,3,1,4,2,400,1,4,2,1,4,506,1,Inference
79,17,6,3,1,4,2,400,1,1,3,1,1,560,1,Inference
79,17,7,3,1,4,2,400,1,2,1,1,2,915,1,Inference
79,17,8,3,1,4,2,400,1,3,4,1,3,705,1,Inference
79,17,9,3,1,4,2,400,1,4,2,1,4,394,1,Inference
79,17,10,3,1,4,2,400,1,2,1,1,2,897,1,Inference
79,17,11,3,1,4,2,400,1,1,3,1,1,796,1,Inference
79,17,12,3,1,4,2,400,1,3,4,1,3,589,1,Inference
77,1,1,4,3,2,1,-400,1,2,3,1,2,900,1,Training
77,1,2,4,3,2,1,-400,1,4,3,0,4,537,1,Training
77,1,3,4,3,2,1,-400,1,1,4,1,1,650,1,Training
77,1,4,4,3,2,1,-400,1,2,1,0,2,638,1,Training
77,1,5,4,3,2,1,-400,1,2,3,1,1,604,0,Training
77,1,6,4,3,2,1,-400,1,4,1,1,4,504,1,Training
77,1,7,4,3,2,1,-400,1,3,2,1,3,366,1,Training
77,1,8,4,3,2,1,-400,1,3,2,1,3,525,1,Training
77,1,9,4,3,2,1,-400,1,2,3,1,2,531,1,Training
77,1,10,4,3,2,1,-400,1,1,4,1,1,702,1,Training
77,1,11,4,3,2,1,-400,1,2,3,1,2,631,1,Training
77,1,12,4,3,2,1,-400,1,3,2,1,3,751,1,Training
77,1,13,4,3,2,1,-400,1,3,2,1,3,664,1,Training
77,1,14,4,3,2,1,-400,1,1,4,1,1,683,1,Training
77,1,15,4,3,2,1,-400,1,4,1,1,4,608,1,Training
77,1,16,4,3,2,1,-400,1,4,1,1,4,764,1,Training
77,1,17,4,3,2,1,-400,1,4,1,1,4,615,1,Training
77,1,18,4,3,2,1,-400,1,1,4,1,1,583,1,Training
77,1,19,4,3,2,1,-400,1,2,3,1,2,460,1,Training
77,1,20,4,3,2,1,-400,1,2,3,1,1,571,0,Training
77,2,1,4,3,2,1,-400,1,3,2,1,3,800,1,Training
77,2,2,4,3,2,1,-400,1,2,3,1,2,819,1,Training
77,2,3,4,3,2,1,-400,1,1,4,1,1,629,1,Training
77,2,4,4,3,2,1,-400,1,4,4,0,4,538,1,Training
77,2,5,4,3,2,1,-400,1,3,2,1,3,500,1,Training
77,2,6,4,3,2,1,-400,1,1,4,1,1,500,1,Training
77,2,7,4,3,2,1,-400,1,2,3,1,2,537,1,Training
77,2,8,4,3,2,1,-400,1,3,2,1,3,369,1,Training
77,2,9,4,3,2,1,-400,1,4,1,1,4,430,1,Training
77,2,10,4,3,2,1,-400,1,4,1,1,4,445,1,Training
77,2,11,4,3,2,1,-400,1,4,1,1,4,484,1,Training
77,2,12,4,3,2,1,-400,1,1,4,1,1,429,1,Training
77,2,13,4,3,2,1,-400,1,1,4,1,1,671,1,Training
77,2,14,4,3,2,1,-400,1,2,2,0,2,341,1,Training
77,2,15,4,3,2,1,-400,1,3,2,1,3,340,1,Training
77,2,16,4,3,2,1,-400,1,2,1,0,1,596,0,Training
77,2,17,4,3,2,1,-400,1,4,3,0,4,472,1,Training
77,2,18,4,3,2,1,-400,1,2,3,1,2,424,1,Training
77,2,19,4,3,2,1,-400,1,4,1,1,4,562,1,Training
77,2,20,4,3,2,1,-400,1,3,3,0,3,853,1,Training
77,3,1,4,3,2,1,-400,1,4,1,1,4,400,1,Training
77,3,2,4,3,2,1,-400,1,2,3,1,2,566,1,Training
77,3,3,4,3,2,1,-400,1,4,1,1,4,524,1,Training
77,3,4,4,3,2,1,-400,1,3,2,1,2,426,0,Training
77,3,5,4,3,2,1,-400,1,3,2,1,3,522,1,Training
77,3,6,4,3,2,1,-400,1,1,4,1,1,578,1,Training
77,3,7,4,3,2,1,-400,1,2,3,1,2,554,1,Training
77,3,8,4,3,2,1,-400,1,2,3,1,4,403,0,Training
77,3,9,4,3,2,1,-400,1,1,3,0,2,437,0,Training
77,3,10,4,3,2,1,-400,1,1,4,1,1,585,1,Training
77,3,11,4,3,2,1,-400,1,3,2,1,3,545,1,Training
77,3,12,4,3,2,1,-400,1,4,1,1,4,756,1,Training
77,3,13,4,3,2,1,-400,1,1,4,1,1,565,1,Training
77,3,14,4,3,2,1,-400,1,1,4,1,1,690,1,Training
77,3,15,4,3,2,1,-400,1,3,2,1,3,644,1,Training
77,3,16,4,3,2,1,-400,1,2,3,1,2,952,1,Training
77,3,17,4,3,2,1,-400,1,1,4,1,1,701,1,Training
77,3,18,4,3,2,1,-400,1,1,4,1,1,583,1,Training
77,3,19,4,3,2,1,-400,1,2,3,1,2,390,1,Training
77,3,20,4,3,2,1,-400,1,4,1,1,4,593,1,Training
77,4,1,4,3,2,1,-400,1,4,1,1,4,443,1,Training
77,4,2,4,3,2,1,-400,1,4,1,1,4,615,1,Training
77,4,3,4,3,2,1,-400,1,3,2,1,3,327,1,Training
77,4,4,4,3,2,1,-400,1,1,4,1,1,406,1,Training
77,4,5,4,3,2,1,-400,1,4,1,1,4,502,1,Training
77,4,6,4,3,2,1,-400,1,2,3,1,2,484,1,Training
77,4,7,4,3,2,1,-400,1,2,3,1,2,688,1,Training
77,4,8,4,3,2,1,-400,1,4,4,0,1,427,0,Training
77,4,9,4,3,2,1,-400,1,3,2,1,3,560,1,Training
77,4,10,4,3,2,1,-400,1,4,1,1,4,568,1,Training
77,4,11,4,3,2,1,-400,1,2,3,1,2,576,1,Training
77,4,12,4,3,2,1,-400,1,2,3,1,2,521,1,Training
77,4,13,4,3,2,1,-400,1,1,4,1,1,664,1,Training
77,4,14,4,3,2,1,-400,1,2,3,1,2,413,1,Training
77,4,15,4,3,2,1,-400,1,4,1,1,4,603,1,Training
77,4,16,4,3,2,1,-400,1,2,3,1,2,550,1,Training
77,4,17,4,3,2,1,-400,1,3,2,1,3,708,1,Training
77,4,18,4,3,2,1,-400,1,3,2,1,3,515,1,Training
77,4,19,4,3,2,1,-400,1,4,1,1,4,563,1,Training
77,4,20,4,3,2,1,-400,1,2,3,1,2,670,1,Training
77,5,1,4,3,2,1,-400,1,1,4,1,1,496,1,Training
77,5,2,4,3,2,1,-400,1,3,2,1,4,513,0,Training
77,5,3,4,3,2,1,-400,1,3,2,1,3,489,1,Training
77,5,4,4,3,2,1,-400,1,1,4,1,2,516,0,Training
77,5,5,4,3,2,1,-400,1,1,4,1,1,542,1,Training
77,5,6,4,3,2,1,-400,1,2,3,1,2,599,1,Training
77,5,7,4,3,2,1,-400,1,3,2,1,3,387,1,Training
77,5,8,4,3,2,1,-400,1,2,3,1,1,533,0,Training
77,5,9,4,3,2,1,-400,1,2,3,1,2,527,1,Training
77,5,10,4,3,2,1,-400,1,2,3,1,2,529,1,Training
77,5,11,4,3,2,1,-400,1,4,1,1,4,504,1,Training
77,5,12,4,3,2,1,-400,1,3,4,0,3,537,1,Training
77,5,13,4,3,2,1,-400,1,4,2,0,4,473,1,Training
77,5,14,4,3,2,1,-400,1,1,4,1,1,513,1,Training
77,5,15,4,3,2,1,-400,1,2,3,1,2,527,1,Training
77,5,16,4,3,2,1,-400,1,3,2,1,3,609,1,Training
77,5,17,4,3,2,1,-400,1,3,2,1,2,422,0,Training
77,5,18,4,3,2,1,-400,1,2,3,1,2,405,1,Training
77,5,19,4,3,2,1,-400,1,1,4,1,1,260,1,Training
77,5,20,4,3,2,1,-400,1,2,3,1,2,598,1,Training
77,6,1,4,3,2,1,-400,1,1,4,1,1,584,1,Training
77,6,2,4,3,2,1,-400,1,2,3,1,2,437,1,Training
77,6,3,4,3,2,1,-400,1,4,1,1,4,633,1,Training
77,6,4,4,3,2,1,-400,1,3,2,1,3,329,1,Training
77,6,5,4,3,2,1,-400,1,2,3,1,2,554,1,Training
77,6,6,4,3,2,1,-400,1,4,1,1,4,688,1,Training
77,6,7,4,3,2,1,-400,1,4,1,1,4,559,1,Training
77,6,8,4,3,2,1,-400,1,3,4,0,3,455,1,Training
77,6,9,4,3,2,1,-400,1,2,3,1,2,450,1,Training
77,6,10,4,3,2,1,-400,1,1,1,0,1,271,1,Training
77,6,11,4,3,2,1,-400,1,4,1,1,4,554,1,Training
77,6,12,4,3,2,1,-400,1,2,3,1,2,549,1,Training
77,6,13,4,3,2,1,-400,1,1,4,1,1,512,1,Training
77,6,14,4,3,2,1,-400,1,4,1,1,4,528,1,Training
77,6,15,4,3,2,1,-400,1,2,3,1,2,518,1,Training
77,6,16,4,3,2,1,-400,1,3,2,1,3,625,1,Training
77,6,17,4,3,2,1,-400,1,2,3,1,2,390,1,Training
77,6,18,4,3,2,1,-400,1,3,2,1,3,585,1,Training
77,6,19,4,3,2,1,-400,1,4,1,1,4,423,1,Training
77,6,20,4,3,2,1,-400,1,3,2,1,3,460,1,Training
77,7,1,4,3,2,1,-400,1,2,2,0,2,724,1,Training
77,7,2,4,3,2,1,-400,1,1,4,1,1,419,1,Training
77,7,3,4,3,2,1,-400,1,4,1,1,4,499,1,Training
77,7,4,4,3,2,1,-400,1,1,4,1,1,492,1,Training
77,7,5,4,3,2,1,-400,1,4,1,1,4,452,1,Training
77,7,6,4,3,2,1,-400,1,4,1,1,4,593,1,Training
77,7,7,4,3,2,1,-400,1,1,4,1,1,582,1,Training
77,7,8,4,3,2,1,-400,1,3,2,1,3,478,1,Training
77,7,9,4,3,2,1,-400,1,1,4,1,4,479,0,Training
77,7,10,4,3,2,1,-400,1,1,4,1,1,419,1,Training
77,7,11,4,3,2,1,-400,1,1,4,1,1,441,1,Training
77,7,12,4,3,2,1,-400,1,2,3,1,2,436,1,Training
77,7,13,4,3,2,1,-400,1,3,4,0,3,427,1,Training
77,7,14,4,3,2,1,-400,1,3,2,1,4,400,0,Training
77,7,15,4,3,2,1,-400,1,2,3,1,2,758,1,Training
77,7,16,4,3,2,1,-400,1,1,4,1,1,498,1,Training
77,7,17,4,3,2,1,-400,1,3,2,1,3,528,1,Training
77,7,18,4,3,2,1,-400,1,1,4,1,1,575,1,Training
77,7,19,4,3,2,1,-400,1,2,3,1,2,369,1,Training
77,7,20,4,3,2,1,-400,1,2,3,1,2,556,1,Training
77,8,1,4,3,2,1,-400,1,1,4,1,1,379,1,Training
77,8,2,4,3,2,1,-400,1,2,3,1,2,406,1,Training
77,8,3,4,3,2,1,-400,1,4,3,0,4,377,1,Training
77,8,4,4,3,2,1,-400,1,2,3,1,2,592,1,Training
77,8,5,4,3,2,1,-400,1,1,4,1,1,302,1,Training
77,8,6,4,3,2,1,-400,1,1,4,1,1,446,1,Training
77,8,7,4,3,2,1,-400,1,1,4,1,1,368,1,Training
77,8,8,4,3,2,1,-400,1,2,3,1,2,346,1,Training
77,8,9,4,3,2,1,-400,1,3,2,1,3,308,1,Training
77,8,10,4,3,2,1,-400,1,2,3,1,2,529,1,Training
77,8,11,4,3,2,1,-400,1,4,1,1,4,390,1,Training
77,8,12,4,3,2,1,-400,1,2,3,1,1,433,0,Training
77,8,13,4,3,2,1,-400,1,4,1,1,4,661,1,Training
77,8,14,4,3,2,1,-400,1,2,3,1,2,568,1,Training
77,8,15,4,3,2,1,-400,1,3,2,1,2,529,0,Training
77,8,16,4,3,2,1,-400,1,3,2,1,3,706,1,Training
77,8,17,4,3,2,1,-400,1,3,2,1,3,363,1,Training
77,8,18,4,3,2,1,-400,1,3,2,1,3,393,1,Training
77,8,19,4,3,2,1,-400,1,4,1,1,4,451,1,Training
77,8,20,4,3,2,1,-400,1,2,3,1,2,452,1,Training
77,9,1,4,3,2,1,-400,1,1,2,0,1,515,1,Training
