18	1	1	1	2	4	3	600	1	1	1	1	1	607	1	
18	1	2	1	2	4	3	600	1	4	3	1	4	472	1	
18	1	3	1	2	4	3	600	1	3	4	1	3	353	1	
18	1	4	1	2	4	3	600	1	3	4	1	3	474	1	
18	1	5	1	2	4	3	600	1	2	2	1	2	434	1	
18	1	6	1	2	4	3	600	1	1	1	1	1	395	1	
18	1	7	1	2	4	3	600	1	2	2	1	2	548	1	
18	1	8	1	2	4	3	600	1	1	1	1	2	333	0	
18	1	9	1	2	4	3	600	1	2	2	1	2	374	1	
18	1	10	1	2	4	3	600	1	4	3	1	4	431	1	
18	1	11	1	2	4	3	600	1	1	1	1	1	423	1	
18	1	12	1	2	4	3	600	1	2	2	1	2	352	1	
18	1	13	1	2	4	3	600	1	2	2	1	2	412	1	
18	1	14	1	2	4	3	600	1	3	4	1	3	353	1	
18	1	15	1	2	4	3	600	1	2	2	1	2	378	1	
18	1	16	1	2	4	3	600	1	3	4	1	3	355	1	
18	1	17	1	2	4	3	600	1	3	4	1	3	316	1	
18	1	18	1	2	4	3	600	1	3	4	1	1	356	0	
18	1	19	1	2	4	3	600	1	2	2	1	2	333	1	
18	1	20	1	2	4	3	600	1	4	3	1	4	454	1	
18	2	1	1	2	4	3	600	1	3	4	1	3	401	1	
18	2	2	1	2	4	3	600	1	4	4	0	4	458	1	
18	2	3	1	2	4	3	600	1	2	2	1	2	419	1	
18	2	4	1	2	4	3	600	1	3	4	1	3	300	1	
18	2	5	1	2	4	3	600	1	2	2	1	2	404	1	
18	2	6	1	2	4	3	600	1	4	3	1	4	413	1	
18	2	7	1	2	4	3	600	1	1	1	1	1	454	1	
18	2	8	1	2	4	3	600	1	2	2	1	2	287	1	
18	2	9	1	2	4	3	600	1	3	4	1	3	264	1	
18	2	10	1	2	4	3	600	1	4	3	1	1	369	0	
18	2	11	1	2	4	3	600	1	4	3	1	1	412	0	
18	2	12	1	2	4	3	600	1	3	4	1	3	307	1	
18	2	13	1	2	4	3	600	1	4	3	1	4	299	1	
18	2	14	1	2	4	3	600	1	4	3	1	4	372	1	
18	2	15	1	2	4	3	600	1	4	3	1	4	317	1	
18	2	16	1	2	4	3	600	1	3	4	1	3	310	1	
18	2	17	1	2	4	3	600	1	3	4	1	3	335	1	
18	2	18	1	2	4	3	600	1	2	2	1	2	440	1	
18	2	19	1	2	4	3	600	1	4	3	1	4	352	1	
18	2	20	1	2	4	3	600	1	2	2	1	2	412	1	
18	3	1	1	2	4	3	600	1	1	2	0	1	513	1	
18	3	2	1	2	4	3	600	1	1	1	1	1	313	1	
18	3	3	1	2	4	3	600	1	1	1	1	2	338	0	
18	3	4	1	2	4	3	600	1	3	4	1	3	412	1	
18	3	5	1	2	4	3	600	1	2	2	1	2	356	1	
18	3	6	1	2	4	3	600	1	1	1	1	1	397	1	
18	3	7	1	2	4	3	600	1	2	2	1	2	502	1	
18	3	8	1	2	4	3	600	1	2	2	1	2	478	1	
18	3	9	1	2	4	3	600	1	4	3	1	3	439	0	
18	3	10	1	2	4	3	600	1	1	1	1	1	448	1	
18	3	11	1	2	4	3	600	1	2	2	1	1	361	0	
18	3	12	1	2	4	3	600	1	4	3	1	4	418	1	
18	3	13	1	2	4	3	600	1	1	1	1	1	413	1	
18	3	14	1	2	4	3	600	1	2	2	1	1	371	0	
18	3	15	1	2	4	3	600	1	1	1	1	1	476	1	
18	3	16	1	2	4	3	600	1	4	3	1	4	421	1	
18	3	17	1	2	4	3	600	1	3	4	1	3	333	1	
18	3	18	1	2	4	3	600	1	3	1	0	2	485	0	
18	3	19	1	2	4	3	600	1	3	4	1	3	430	1	
18	3	20	1	2	4	3	600	1	3	4	1	3	375	1	
18	4	1	1	2	4	3	600	1	3	4	1	3	353	1	
18	4	2	1	2	4	3	600	1	1	1	1	2	538	0	
18	4	3	1	2	4	3	600	1	3	4	1	3	435	1	
18	4	4	1	2	4	3	600	1	4	3	1	4	428	1	
18	4	5	1	2	4	3	600	1	4	3	1	4	645	1	
18	4	6	1	2	4	3	600	1	1	3	0	1	510	1	
18	4	7	1	2	4	3	600	1	1	1	1	1	439	1	
18	4	8	1	2	4	3	600	1	4	3	1	4	399	1	
18	4	9	1	2	4	3	600	1	1	1	1	2	440	0	
18	4	10	1	2	4	3	600	1	4	3	1	4	481	1	
