48	17	1	3	2	1	4	600	1	2	3	0	2	1865	1	
48	17	2	3	2	1	4	600	1	4	3	0	4	760	1	
48	17	3	3	2	1	4	600	1	2	1	0	2	735	1	
48	17	4	3	2	1	4	600	1	3	4	0	3	1031	1	
48	17	5	3	2	1	4	600	1	3	4	0	3	600	1	
48	17	6	3	2	1	4	600	1	1	2	0	1	688	1	
48	17	7	3	2	1	4	600	1	1	3	1	1	471	1	
48	17	8	3	2	1	4	600	1	4	3	0	4	718	1	
48	17	9	3	2	1	4	600	1	2	3	0	3	549	0	
48	17	10	3	2	1	4	600	1	3	4	0	3	604	1	
48	17	11	3	2	1	4	600	1	3	4	0	3	485	1	
48	17	12	3	2	1	4	600	1	4	3	0	4	638	1	
48	17	13	3	2	1	4	600	1	2	1	0	2	565	1	
48	17	14	3	2	1	4	600	1	4	3	0	4	557	1	
48	17	15	3	2	1	4	600	1	1	2	0	1	501	1	
48	17	16	3	2	1	4	600	1	3	3	0	4	572	0	
48	17	17	3	2	1	4	600	1	3	3	0	3	595	1	
48	17	18	3	2	1	4	600	1	2	1	0	2	635	1	
48	17	19	3	2	1	4	600	1	4	2	0	4	595	1	
48	17	20	3	2	1	4	600	1	4	1	0	1	507	0	
48	18	1	3	2	1	4	600	1	1	2	0	1	969	1	
48	18	2	3	2	1	4	600	1	1	2	0	1	637	1	
48	18	3	3	2	1	4	600	1	2	3	0	2	932	1	
48	18	4	3	2	1	4	600	1	3	3	0	3	471	1	
48	18	5	3	2	1	4	600	1	3	1	1	3	622	1	
48	18	6	3	2	1	4	600	1	2	4	0	2	823	1	
48	18	7	3	2	1	4	600	1	4	2	0	4	640	1	
48	18	8	3	2	1	4	600	1	2	1	0	2	535	1	
48	18	9	3	2	1	4	600	1	4	2	0	4	656	1	
48	18	10	3	2	1	4	600	1	2	1	0	2	552	1	
48	18	11	3	2	1	4	600	1	3	3	0	3	576	1	
48	18	12	3	2	1	4	600	1	2	3	0	2	792	1	
