15	17	1	3	4	2	1	-600	1	4	1	1	4	297	1
15	17	2	3	4	2	1	-600	1	4	4	0	4	450	1
15	17	3	3	4	2	1	-600	1	3	4	0	3	427	1
15	17	4	3	4	2	1	-600	1	4	4	0	4	420	1
15	17	5	3	4	2	1	-600	1	1	4	0	1	476	1
15	17	6	3	4	2	1	-600	1	4	4	0	4	389	1
15	17	7	3	4	2	1	-600	1	3	4	0	3	446	1
15	17	8	3	4	2	1	-600	1	4	1	1	4	295	1
15	17	9	3	4	2	1	-600	1	1	3	1	1	256	1
15	17	10	3	4	2	1	-600	1	1	3	1	1	311	1
15	17	11	3	4	2	1	-600	1	2	4	1	2	351	1
15	17	12	3	4	2	1	-600	1	3	1	0	4	199	0
15	17	13	3	4	2	1	-600	1	2	1	0	2	528	1
15	17	14	3	4	2	1	-600	1	2	1	0	2	441	1
15	17	15	3	4	2	1	-600	1	3	3	0	3	465	1
15	17	16	3	4	2	1	-600	1	1	1	0	1	457	1
15	17	17	3	4	2	1	-600	1	4	3	0	4	529	1
15	17	18	3	4	2	1	-600	1	4	1	1	4	361	1
15	17	19	3	4	2	1	-600	1	4	1	1	4	386	1
15	17	20	3	4	2	1	-600	1	2	1	0	2	522	1
15	18	1	3	4	2	1	-600	1	3	4	0	3	345	1
15	18	2	3	4	2	1	-600	1	2	3	0	2	386	1
15	18	3	3	4	2	1	-600	1	2	4	1	2	282	1
15	18	4	3	4	2	1	-600	1	1	2	0	1	435	1
15	18	5	3	4	2	1	-600	1	4	2	0	4	458	1
15	18	6	3	4	2	1	-600	1	1	1	0	2	370	0
15	18	7	3	4	2	1	-600	1	3	1	0	3	442	1
15	18	8	3	4	2	1	-600	1	4	3	0	4	419	1
15	18	9	3	4	2	1	-600	1	4	2	0	4	394	1
15	18	10	3	4	2	1	-600	1	3	4	0	3	354	1
15	18	11	3	4	2	1	-600	1	3	3	0	3	458	1
15	18	12	3	4	2	1	-600	1	2	2	0	2	450	1
15	18	13	3	4	2	1	-600	1	4	4	0	4	425	1
15	18	14	3	4	2	1	-600	1	3	4	0	3	386	1
15	18	15	3	4	2	1	-600	1	1	1	0	1	427	1
15	18	16	3	4	2	1	-600	1	2	3	0	2	467	1
15	18	17	3	4	2	1	-600	1	2	1	0	2	539	1
15	18	18	3	4	2	1	-600	1	2	1	0	2	372	1
15	18	19	3	4	2	1	-600	1	4	4	0	4	413	1
15	18	20	3	4	2	1	-600	1	4	3	0	4	469	1
15	19	1	3	4	2	1	-600	1	2	2	0	2	457	1
15	19	2	3	4	2	1	-600	1	1	1	0	1	481	1
15	19	3	3	4	2	1	-600	1	3	2	1	3	413	1
15	19	4	3	4	2	1	-600	1	3	2	1	3	385	1
15	19	5	3	4	2	1	-600	1	3	4	0	3	345	1
15	19	6	3	4	2	1	-600	1	1	4	0	4	434	0
15	19	7	3	4	2	1	-600	1	2	1	0	2	412	1
15	19	8	3	4	2	1	-600	1	2	1	0	2	355	1
15	19	9	3	4	2	1	-600	1	1	1	0	1	444	1
15	19	10	3	4	2	1	-600	1	1	3	1	1	404	1
15	19	11	3	4	2	1	-600	1	3	3	0	3	413	1
15	19	12	3	4	2	1	-600	1	2	1	0	2	435	1
15	19	13	3	4	2	1	-600	1	4	1	1	4	428	1
15	19	14	3	4	2	1	-600	1	4	1	1	4	389	1
15	19	15	3	4	2	1	-600	1	2	2	0	2	509	1
15	19	16	3	4	2	1	-600	1	2	2	0	2	453	1
15	19	17	3	4	2	1	-600	1	1	1	0	1	540	1
15	19	18	3	4	2	1	-600	1	2	4	1	2	405	1
15	19	19	3	4	2	1	-600	1	2	2	0	2	477	1
15	19	20	3	4	2	1	-600	1	2	4	1	2	517	1
15	20	1	3	4	2	1	-600	1	2	1	0	2	377	1
15	20	2	3	4	2	1	-600	1	1	3	1	1	418	1
15	20	3	3	4	2	1	-600	1	2	4	1	2	345	1
15	20	4	3	4	2	1	-600	1	2	4	1	2	322	1
15	20	5	3	4	2	1	-600	1	4	2	0	4	413	1
15	20	6	3	4	2	1	-600	1	2	2	0	2	434	1
15	20	7	3	4	2	1	-600	1	4	1	1	4	506	1
15	20	8	3	4	2	1	-600	1	2	1	0	2	370	1
15	20	9	3	4	2	1	-600	1	2	2	0	2	379	1
15	20	10	3	4	2	1	-600	1	3	1	0	3	354	1
15	20	11	3	4	2	1	-600	1	1	2	0	1	413	1
15	20	12	3	4	2	1	-600	1	3	2	1	2	290	0
15	20	13	3	4	2	1	-600	1	4	4	0	4	394	1
15	20	14	3	4	2	1	-600	1	1	4	0	4	531	0
15	20	15	3	4	2	1	-600	1	3	4	0	3	476	1
15	20	16	3	4	2	1	-600	1	3	3	0	3	452	1
15	20	17	3	4	2	1	-600	1	3	4	0	3	332	1
15	20	18	3	4	2	1	-600	1	3	1	0	3	325	1
15	20	19	3	4	2	1	-600	1	3	1	0	3	269	1
15	20	20	3	4	2	1	-600	1	3	4	0	3	438	1
15	21	1	3	4	2	1	-600	1	1	4	0	1	521	1
15	21	2	3	4	2	1	-600	1	2	1	0	2	482	1
15	21	3	3	4	2	1	-600	1	4	4	0	4	426	1
15	21	4	3	4	2	1	-600	1	2	4	1	2	403	1
15	21	5	3	4	2	1	-600	1	1	1	0	1	412	1
15	21	6	3	4	2	1	-600	1	4	2	0	3	292	0
15	21	7	3	4	2	1	-600	1	2	1	0	2	444	1
15	21	8	3	4	2	1	-600	1	3	3	0	3	564	1
15	21	9	3	4	2	1	-600	1	3	4	0	3	556	1
15	21	10	3	4	2	1	-600	1	1	4	0	2	405	0
15	21	11	3	4	2	1	-600	1	1	1	0	1	574	1
15	21	12	3	4	2	1	-600	1	3	3	0	3	535	1
15	21	13	3	4	2	1	-600	1	2	1	0	1	446	0
15	21	14	3	4	2	1	-600	1	2	2	0	2	518	1
15	21	15	3	4	2	1	-600	1	4	2	0	4	414	1
15	21	16	3	4	2	1	-600	1	2	2	0	2	501	1
15	21	17	3	4	2	1	-600	1	3	4	0	3	333	1
15	21	18	3	4	2	1	-600	1	1	1	0	1	454	1
15	21	19	3	4	2	1	-600	1	1	2	0	1	414	1
15	21	20	3	4	2	1	-600	1	1	1	0	1	454	1
